id	rmks
20200617006319A	6-17-2020 KEGE 2029Z - CUB CRAFTERS FX REG. N339KT - DURING CROSSWIND APPROACH AIRCRAFT EXPERIENCED HARD LANDING CA
20200728006469I	CANNOT DETERMINE IF PILOT ERROR OR MECHANICAL.
20200329006539I	^PRIVACY DATA OMITTED^ HOLDER OF BOTH AIRFRAME AND POWER PLANT RATINGS (CERT ^PRIVACY DATA OMITTED^) WAS INVOLVED W
20200623006459I	THE STUDENT PILOT WAS ON A SOLO FLIGHT AND DURING THE  DEPARTURE ROLL THE AIRCRAFT VEERED LEFT. \n\nTHE AIRCRAFT WAS 
20200425006529A	AT APPROXIMATELY 12:40PM ON 4/25/20 THE AIRCRAFT WAS INVOLVED IN REPOSITIONING A HIGH TENSION POWER LINE VIA LONG L
20200713006499I	THE PILOT FORGOT TO EXTEND THE LANDING GEAR ON AN ANPHIBIAN AIRCRAFT AND LANDED UPON A PAVED RUNWAY.  THE AIRCRAFT 
20200516006509A	PILOT OVER CONTROLLED DURING A SKID DURING THE LANDING ROLL OUT, CAUSING A SUBSEQUENT GROUND LOOP.  THE GROUND LOOP
20200314006559A	PIC ^PRIVACY DATA OMITTED^ AND SIC ^PRIVACY DATA OMITTED^  WERE RETURNING ON AN IFR FLIGHT PLAN PART 91 FROM ROGERS
20200609006609A	2020-06-09 CESSNA 170 N2681D BOUNCED THE LANDING ON A GRASS STRIP AT KAIT AND CONTINUED POWERED FLIGHT LEFT OF THE 
20200612006589A	ON JUNE 12, 2020 AT APPROXIMATELY 1400 ^PRIVACY DATA OMITTED^ WAS APPLYING HERBICIDE TO A FIELD 3 MILES WSW OF MILT
20200522006679I	THIS WAS A FLIGHT FROM NAPA, CALIFORNIA, A SEA LEVEL AIRPORT, TO MINDEN, NEVADA, A 4,800 FOOT ELEVATION AIRPORT ON 
20200204006569I	PILOT STATED PRIOR TO A PLANED FUEL STOP IN ELKO NV HE PLACED THE LANDING GEAR SELECTOR IN THE DOWN POSITION BUT ON
20200605006639A	WEATHER CONSISTED OF A BAND OF THUNDER HEADS WHERE AIRCRAFT WAS LOST FROM RADAR.  FLIGHT AWARE FLIGHT TRACKING INDI
20200523006669A	^PRIVACY DATA OMITTED^NARRATIVE 6/5/2020:\n\nNOT REALIZING AT THE TIME THAT THE GRADE WAS SLIGHTLY MORE THEN I HAD TH
20200115006579I	PILOT STATED THAT HE HAD A BATTERY POWER CAUTION, ON HIS ASPEN UNIT, WHILE ON INSTRUMENT APPROACH TO KAVP (25 MILES
20200605006779I	6/5/2020 N490AE DEPARTED FROM BASE AE017 PAOLI, IN, EXPERIENCED AN ELECTRICAL SYSTEM FAILURE WHILE EN ROUTE TO NORT
20200303006789I	ON MARCH 03, 2020, AT 1832 MST,  A CIRRUS SR22T, N238MB, REGISTERED TO ^PRIVACY DATA OMITTED^, LOST POWER WHILE AT 
20200514006749A	FACTS GATHERED FOR THIS NARRATIVE WERE DERIVED FROM THE PASSENGER (PAX) ON THE FLIGHT.  THE PILOT IN COMMAND (PIC) 
20200225006759A	ON FEBRUARY 25, 2020 AT 1400L, AN AIR TRACTOR AT-602 WITH A COMMERCIAL RATED PILOT ON BOARD WAS INVOLVED IN AN AGRI
20200730006719A	THE PIC PLANNED THE ROUTE OF FLIGHT THE DAY PRIOR TO DEPARTURE. HE STATED THAT THEY STAYED RELATIVELY LOW, 3000 AGL
20200228006799I	ON FEBRUARY 28, 2020, AT 1225 MST, A FREDRICK WAGONER WAIEX, N555WX, REGISTERED TO ^PRIVACY DATA OMITTED^, EXPERIEN
20200329006709A	ON 03/29/2020, AT APPROXIMATELY 1516, N151JD, AN EXPERIMENTAL AMATEUR-BUILT 2/3 SCALE REPLICA OF A P-51D, POWERED B
20200716006879I	AT APPROXIMATELY 1830 LOCAL TIME ON JULY 16, 2020, AN AIRCRAFT AVIAT MODEL A-1 N49348, LANDED AT WINDRIFT AERODROME
20200520006889A	2020-05-20 N612R CESSNA 172 EQUIPPED WITH FLOATS, FLIPPED INVERTED WHILE ATTEMPTING TO TAKEOFF FROM THE SURFSIDE SE
20200221006809I	ON FEBRUARY 21, 2020, AT 1816 MST, A PIPER PA-22-108, N4588Z, REGISTERED TO ^PRIVACY DATA OMITTED^, COLLIDED WITH A
20200516006839A	PILOT ATTEMPTED TAKEOFF FROM RUNWAY 11 AT HINKES REMOTE PRIVATE AIRSTRIP 56AK AND ENCOUNTERED WIND GUST DURING ROTA
20200520006929I	AIRMAN MISMANAGED GEAR AND LANDED ON RWY 29 WITH GEAR UP.  AIRCRAFT SUSTAINED PROP, FLAP, AND UNDERBELLY DAMAGE AND
20200217006969A	ON FEBRUARY 17, 2020, AT APPROXIMATELY 15.16 LOCAL TIME, THE PILOT IN COMMAND OF N731TA, A SCHWEIZER HELICOPTER 269
20200616006959I	THE AIRCRAFT DEPARTED WICHITA, KS (AAO) AT APPROXIMATELY 0830 LOCAL TIME, ENROUTE TO COLORADO SPRINGS, CO (COS). DU
20200221006939I	AIRCRAFT WAS LANDING ON RUNWAY 30, GEAR WAS NOT EXTENDED. AIRCRAFT SKIDDED TO STOP IN MIDDLE OF RUNWAY. PILOTS EVAC
20200522007019I	ON MAY 22, 2020 AT APPROXIMATELY 1220Z ^PRIVACY DATA OMITTED^ PILOTING N71RP DEPARTED FRENCH LICK (KFRH) ENROUTE TO
20200309007089I	THE AIRMAN LANDED ON RUNWAY 2R AT FAIRBANKS INTERNATIONAL AIRPORT.  DURING THE LANDING ROLL AND AS THE AIRPLANE SLO
20200526007179A	ON MAY 26, 2020 A CESSNA 140, N90023 DEPARTED APPLETON WI FOR A PLEASURE FLIGHT UNDER 14 CFR PART 91 RULES. AFTER T
20200226007109I	DESCRIPTION OF THE INCIDENT:\n \nON 2/26/2020 ^PRIVACY DATA OMITTED^ WAS ON A CROSS COUNTRY FLIGHT FROM CROSSETT, AR 
20200523007129A	N571LA AT-502-B, PILOT REPORTED BRAKES LOCKED DURING TAKE-OFF ON RUNWAY 17L. AIRCRAFT WENT OFF LEFT SIDE OF RUNWAY 
20200426007069I	PILOT DEPARTED ON RWY 17 FROM AIRPORT 2K9 IN HASKEEL OK. DURING CLIMBOUT AT APPROX. 300 FT THE ENGINE QUIT. PILOT A
20200406007079A	WITNESS STATEMENTS HAD THE AIRCRAFT APPROXIMATELY HALF A MILE WEST OF THE DAYBREAK AIRPORT (WA46) TRAVELING IN A NO
20200531007269I	ON MAY 31, 2020 AT APPROXIMATELY 13:50 CDT, N7914N A PIPER PA-28-180, REGISTERED TO ^PRIVACY DATA OMITTED^, OPERATE
20200601007319I	NOSE LANDING GEAR COLLAPSED ON ROLL OUT AFTER LANDING, RESULTING IN THE INCIDENT. THIS WAS FOLLOWED BY RIGHT MAIN C
20200602007329A	WHILE PRACTICING TOUCH AND GO?S, PIC TOUCHED DOWN ON RUNWAY 19. FOLLOWING TOUCHDOWN, A LOUD ?THUD? WAS HEARD AS AIR
20200529007229I	UPON LANDING AT RUNWAY 27 NOSE LANDING GEAR COLLAPSED WITH WINDS OUT 330 AT 17 KTS GUSTING 25.
20200529007199I	AIRCRAFT DEPARTED BGQ FOR ALEXANDER CREEK.  FOREFLIGHT WEATHER BRIEF REPORTED SOUTH WIND 20 TO 25 KNOTS.  ON THE AP
20200519007439I	THE PILOT STATED THAT AFTER LANDING ON RUNWAY 2 HE TURNED ONTO TAXIWAY WHEN A WHITE-GRAY SMOKE STARTED COMING OUT O
20200623007379A	ON 6/24/2020, THE BOISE FSDO RECEIVED NOTICE OF AN ACCIDENT/INCIDENT AT MEMALOOSE AIRSTRIP (U25) INVOLVING A CESSNA
20200603007369A	PIC PERFORMED PREFLIGHT AND RUN UP WITH ALL INDICATIONS GOOD. PILOT BEGAN HEADING SE ON RUNWAY FOR TAKEOFF. AIRCRAF
20200530007399A	ON MAY 30, 2020, AT APPROXIMATELY 2027 CST,  N757BE, A 1977 CESSNA 152, WAS TRAVELING FROM GRANBURY REGIONAL AIRPOR
20200525007409I	PILOT OF A MOONEY M20K FLYING AT CRUISE FLIGHT OVER TWENTYNINE PALMS, CA EXPERIENCED ENGINE SURGES AND LOSS OF ENGI
20200624007599A	ON JUNE 24, 2020, AT APPROXIMATELY 0835 HRS MOUNTAIN DAYLIGHT TIME, A MAULE MODEL M-7-260 AIRCRAFT LOST DIRECTIONAL
20200201007519I	CARIBBEAN AIRLINES FLIGHT BWA524, TRAVELLING FROM PORT OF SPAIN'S PIARCO AIRPORT (POS) TO NEW YORK'S JOHN\r\nF. KENNE
20200502007459A	NARRATIVE: A WITNESS STATED HE SAW A BLUE LOW WING SINGLE ENGINE AIRPLANE MAKE A LOW PASS DOWN RUNWAY 18 AT ZELMER 
20200509007529A	PIC ENTERED THE BASE LEG OF GLIDER TRAFFIC/LANDING PATTERN AT AN ACCEPTABLE ALTITUDE AND AIRSPEED.  TOWARD END OF B
20200220007499A	ATC REPORTED AIRCRAFT LANDED AND CAUGHT ON FIRE. FUSELAGE AND BOTH ENGINES WERE SPRAYED WITH FIRE RETARDANT BY LOCA
20200325007489A	ON APRIL 25, 2020 AT 1830 CDT, A CESSNA 150E, N4729U OWNED BY ^PRIVACY DATA OMITTED^, WHILE ON A FAMILIARIZATION FL
20200718007719A	THE AIRMAN WAS LANDING AT THE RENO STEAD AIRPORT IN RENO, NEVADA, ON JULY 18, 2020. AS HE TOUCHED DOWN ON RUNWAY 08
20200122007619A	AIRCRAFT LEFT RUNWAY AFTER TOUCHDOWN AND FLIPPED UPSIDE DOWN WHEN MAIN LANDING GEAR WHEELS STUCK IN THE MUD.
20200613007669I	THE PILOT STATED THAT SHORTLY AFTER TAKEOFF, HE NOTICED ENGINE COOLANT LEAKING FROM THE COWL OF THE AIRCRAFT, AND A
20200616007649A	AN AERIAL APPLICATION TURBINE AIRCRAFT WAS RETURNING FROM HIS SECOND AND FINAL LOAD OF THE DAY. THE PILOT FLEW LOW 
20200616007659A	THE HELICOPTER  WAS LOW LEVEL FLYING APPROXIMATELY 20 MPH  POLLINATING A RICE FIELD. PILOT MISJUDGED THE ALTITUDE T
20200616007749I	PILOT DEPARTED BTR RYAN FIELD ENROUTE TO LOUISIANA REGIONAL AIRPORT. AIRCRAFT JUST FINISHED ANNUAL INSPECTION, PILO
20200604007829I	ON JUNE 4, 2020, AT APPROXIMATELY 13:20 PST N3030J WHILE TAXIING TO FBO AT RAMONA AIRPORT STRUCK A CURB WHICH COLLA
20200604007839I	PILOT CONDUCTED A WHEEL LANDING ON RUNWAY 4, AT THE PROPER SPEED AND LANDED ON RUNWAY CENTERLINE.  THE AIRPLANE SWE
20200629007739A	PART 137 OPERATION UNDER ^PRIVACY DATA OMITTED^, FAA CERTIFICATE NUMBER ^PRIVACY DATA OMITTED^. AIR TRACTOR AT-502B
20200604007809A	ON JUNE 04, 2020 AT 1920 LOCAL TIME, A FLOAT EQUIPPED PIPER PA-18-150 SUPER CUB AIRCRAFT, N86EE, REGISTERED TO AND 
20200312007789I	PILOT REPORTED THAT HE HAD RECENTLY PURCHASED THE AIRCRAFT AND WAS NOT FULLY FAMILIAR WITH THE OPERATION AND FLIGHT
20200604007819I	ON TAKE OFF, DEPARTING FROM RAMONA A FLOCK OF BIRDS FLEW TOWARDS THE AIRCRAFT AND ONE OF THE BIRDS STRUCK THE LEFT 
20200602007779A	PIC WAS LANDING RUNWAY 33 AT THE BERT MOONEY AIRPORT IN BUTTE, MT. WHEN AT TOUCH DOWN HE ENCOUNTERED GUSTY WINDS, M
20200608007931I	ON JUNE 8, 2020 N69MK WAS PARKED AND TIED DOWN ON THE RAMP AT JOHN TUNE AIRPORT. AT APPROX.  0840 N27CT HAD LANDED 
20200709007959A	THE AIRMAN WAS SPRAYING HIS 3RD LOAD OF THE DAY ON A FIELD ON THE CANADIAN SIDE OF THE U.S./CANADIAN BORDER. THE OW
20200608007929I	THE PILOT HAD JUST ACQUIRED THE AIRCRAFT AND HAD FLOWN THE AIRCRAFT WITH HIS INSTRUCTOR TO THE CAMDENTON, MO AIRPOR
20200707007969I	ON 07/07/2018 AT 08:30 MDT, N116JE, A CESSNA 172S AIRCRAFT SUSTAINED MINOR DAMAGE WHEN THE PROPELLER STRUCK THE GRO
20200709008069I	UPON LANDING THE PILOT DID NOT HAVE THE LANDING GEAR DOWN DUE TO BEING DISTRACTED AND MISINTERPRETING AUDIBLE WARNI
20200610008039I	THE PILOT REPORTED SMOKE IN COCKPIT SHORTLY AFTER LEVELING OFF AT 10,000 FT.  HE DECLARED AN EMERGENCY WITH DENVER 
20200619008019A	ON JUNE 19, 2020 N224HW, A BELANCA 17-30A, ATTEMPTED A PRECAUTIONARY LANDING ON A GRAVEL ROAD APPROXIMATELY 9 MILES
20200614008029I	ON JUNE 14, 2020 AT APPROXIMATELY 1915 LOCAL TIME, ^PRIVACY DATA OMITTED^, WHILE ACTING AS A FLIGHT INSTRUCTOR, CON
20200609008099A	AWAITING NTSB TRAVEL RESTRICTION TO BE LIFTED TO PERFORM BREAKDOWN INSPECTION OF ENGINE.\n\nON JUNE 09, 2020, ABOUT 0
20200518008199I	AIRCRAFT WAS ENROUTE FROM RUBY STAR AIRPORT (14AZ) TO FALCON FIELD AT APPROXIMATELY 6500 FT MSL WHEN THE ENGINE BEG
20200709008059A	WHILE ATTEMPTING TO LAND ON RUNWAY 27\nAT THE RAMONA AIRPORT, THE PILOT HAD DIFFICULTY PROPERLY LINING UP THE WEIGHT
20200526008179A	PILOT WAS EXECUTING A NORMAL LANDING AT W78, WILLIAM M TUCK AIRFIELD.  AIRCRAFT PERFORMED NORMALLY THROUGHOUT ALL P
20200528008169A	GYROCOPTER WAS OBSERVED AT 1410 FLYING NEARBY MYRTLE CREEK AIRPARK. THE WITNESS HEARD THE ENGINE "SPUTTERING" THEN 
20200806008229A	THE  PILOT AND INSTRUCTOR WERE 1.5 HOURS INTO THE TRAINING FOR THE COMMERCIAL RATED PILOT.  THIS WAS THE FIRST LAND
20200521008419I	THE AIRMAN STATED HE EXTENDED THE FLAPS AND LANDING GEAR FOR A LANDING ON RUNWAY 23 AT LWM AND THAT HE SAW A GREEN 
20200629008279A	JUNE 20, 2020 - DURING ENGINE RUN-UP OF N696MR, THE JET BLAST FROM ITS ENGINE EXHAUST CAUSED SIGNIFICANT DAMAGE TO 
20200712008289I	ON JULY 12, 2020 AT APPROXIMATELY 1711 LOCAL TIME. ^PRIVACY DATA OMITTED^ EXPERIENCED A NOSE GEAR COLLAPSE WHILE TA
20200712008369I	WHILE DOING TOUCH AND GO LANDINGS, ON TAKEOFF GEAR WAS SELECTED UP WITH NO RESPONSE. GEAR SELECTED DOWN AND THEN SE
20200625008359A	PILOT ATTEMPTED TO TAKE OFF FROM RWY 27, DURING THE TAKE-OFF ROLL THE PILOT STATED THAT THE AIRCRAFT DID NOT FEEL R
20200624008389I	ON JUNE 24TH, 2020 AT 12:48 MDT, N1401E, A CESSNA 172 INCURRED MINOR DAMAGE DURING AN ATTEMPT TO LAND AT THE AIR FO
20200625008409A	ACCORDING TO A DASH CAMERA THAT CAUGHT THE ACCIDENT ON VIDEO, THE AIRCRAFT WAS TRAVELING SOUTH AT A LOW LEVEL AND A
20200701008469A	PILOT WAS LANDING ON A GRASS RUNWAY IN A PRIVATE COMMUNITY FLY-IN AIRPORT WHERE SHE RESIDES. DURING THE LANDING, TH
20200712008449A	ON JULY 12, 2020, AT APPROXIMATELY 0830 HRS MOUNTAIN DAYLIGHT TIME, AN AMERICAN CHAMPION MODEL 7GCBC AIRCRAFT LOST 
20200624008429A	AIRCRAFT WAS DEPARTING A PRIVATE AIRSTRIP BY LIBERTY, UT. THE PILOT HAD NOT FLOWN OFF THIS STRIP BEFORE. JUST AFTER
20200728008569A	LANDED AIRCRAFT WITH GEAR DOWN ON WATER CAUSING THE AIRCRAFT TO FLIP OVER
20200627008619I	PILOT ATTEMPTED TO LAND ON SKAGIT RIVER WITH LANDING GEAR EXTENDED.
20200628008609A	N29334  A CESSNA 177  PILOTED BY ^PRIVACY DATA OMITTED^ CERTIFICATE # ^PRIVACY DATA OMITTED^ WAS ATTEMPTING A LANDI
20200617008639I	ON A VMC VISUAL APPROACH TO RWY 24 AT PUNXSUTAWNEY MUNICIPAL AIRPORT, N35, PUNXSUTAWNY, PA,  THE PIC OF N1582X (PA-
20200611008659I	06/11/2020 PILOT WAS IN LINE TO DEPART ON 28 AND RECEIVED A CALL FROM A PILOT BEHIND HIM OF A STRING HANGING FROM R
20200704008539I	SAN JOSE, CA (RHV): N103MD, LNC2, PILOT REPORTED ENGINE\nFAILURE AFTER DEPARTURE RWY 31R AND LANDED IN RESIDENTIAL\nA
20200421008739A	AIRCRAFT WAS ON TAKEOFF ROLL WITH 4000 LBS. FERTILIZER ON BOARD. AIRCRAFT GEAR STRUCK A DIVOT IN THE DIRT RUNWAY BO
20200221008749I	PILOT STATED HE WAS PLANNING A TRIP TO LANCASTER, PA. THE ANNUAL INSPECTION WAS DUE AT THE END OF THE MONTH. IT WAS
20200304008689A	N123CE WAS TRACKED BY LOS ANGELES CENTER (ZLA) DUE TO A REQUEST BY HOMELAND SECURITY.  N123CE WAS LOST ON RADAR AT 
20200521008719A	ON MAY 21, 2020, APPROXIMATELY 1915 AIRCRAFT MODEL RV8, N665HM LANDED AT HAMPTON, GEORGIA AIRPORT (HMP) ON RUNWAY 0
20200810008769I	IP WAS WORKING WITH STUDENT ON DIRECTIONAL CONTROL DURING TAKEOFF. IP INTENDED HIGH SPEED TAXI ONLY TO FOCUS ON STU
20200630008899I	AIRCRAFT ATTEMPTED TO LAND ON RUNWAY 06. ON TOUCHDOWN NOSE GEAR COLLAPSE. INSPECTED AIRCRAFT FOUND DAMAGE TO OUTER 
20200704008879A	ON JULY 4, 2020 AT 1520 LOCAL TIME, N3604A, A PIPER PA-22, WAS SUBSTANTIALLY DAMAGED DURING A FORCED OFF FIELD LAND
20200126008799I	PILOT'S STATEMENT: \n\nCOMING BACK FROM A VFR FLIGHT FROM SANTA ROSA TO OAKLAND (KOAK). I ASKED FOR PATTERN WORK AND 
20200605008819A	A CESSNA AIRCRAFT (N9217B) WITH THREE PEOPLE ONBOARD CRASHED ON A HILLSIDE NEAR THE REDLANDS WASTEWATER TREATMENT F
20200711008869A	A/C DEPARTED DOWNWIND FROM A TAXIWAY, STRIKING A TAXIWAY LIGHT ON ROTATION AND CAUSING OTHER HELICOPTER TRAFFIC TO 
20200724008829I	^PRIVACY DATA OMITTED^- STUDENT PILOT # ^PRIVACY DATA OMITTED^ OF ^PRIVACY DATA OMITTED^ D.L. # ^PRIVACY DATA OMITT
20200802008989I	ON 08/02/2020, AT APPROXIMATELY 1139 PDT, N8231L LANDED GEAR UP RUNWAY 22, WATSONVILLE AIRPORT.
20200401008949A	DURING NORMAL CLIMB OUT, PILOT OBSERVED THAT #3 CYLINDER WAS READING 600 LOWER THAN THE OTHER 5 AT 1000' AGL. WHEN 
20200608008959A	THE AIRCRAFT DEPARTED LAKE HOOD WATERWAY FOR THE PURPOSES OF AN INSTRUCTIONAL FLIGHT. ALL PREFLIGHT CHECKS WERE COM
20200719009009I	THE SKYDIVER, UNDER CANOPY, WAS MANEUVERING HIS PARACHUTE WEST OF THE DROP ZONE AT OTAY LAKES ROAD. DURING HIS DESC
20200603009059I	AIRCRAFT LEVELED AT FL410 AROUND ARG AND EXPERIENCED HAIL WHICH RESULTED IN  RADIO FAILURE AND CRACKED WINDSHIELD. 
20200726009149I	DESCRIPTION OF DEVIATION: ON JULY 26, 2020 THE PILOT IN COMMAND (PIC) OF N3105U, AYRES-S2R MADE A FORCED LANDING IN
20200522008939I	PILOT TOOK OFF FROM A PRIVATELY OWNED AIRSTRIP ON 5-22-2020 AT APPROX 5:30 PM (CDT), OPERATING A CORVAIR POWERED SO
20200822009099A	ON AUGUST 22, 2020 AT APPROXIMATELY 1338 PM, N156BB, A 1992 SOCATA TB200, S/N 1375, PILOTED BY ^PRIVACY DATA OMITTE
20200619009069A	ON JUNE 19TH 2020, AT APPROXIMATELY 1745Z A STUDENT PILOT CONDUCTING SOLO TAKE-OFFS, TRAFFIC PATTERNS AND PROCEDURE
20200623009109A	AFTER FLYING FOR ABOUT 30 MINUTES, THE CFI RATED PIC ALLOWED THE SPORT PILOT RATED PASSENGER TO TAKE OFF.  THE AIRC
20200720009129A	DESCRIPTION OF DEVIATION: ON 7/20/2020 AT APPROXIMATELY 21:02 CST, N284M, A PIPER PA-28 AIRCRAFT, WAS LANDING AT CA
20200808009289I	ON AUGUST 08, 2020 AT 11:58 EASTERN DAYLIGHT TIME (EDT), A PIPER PA-28\nAIRCRAFT, N5580W, REGISTERED TO ^PRIVACY DAT
20200321009079A	DURING HOVER AND SHUTDOWN, THE AIRCRAFT ENGINE COWLING FLAPPED OPEN DUE TO A COWLING FASTENER BECOMING UNLOCKED.  T
20200606009329A	ON JUNE 6, 2020, ABOUT 1523 EASTERN DAYLIGHT TIME (EDT) (1923Z), A CESSNA CE-172M, N13520, CRASHED IN A SOYBEAN FIE
20200516009409I	ON MAY 16, 2020 AT 1400 LOCAL TIME , APPROXIMATELY, A 1948 CESSNA CE-140) AIRCRAFT BEARING REGISTRATION NUMBER N372
20200527009239A	N123JB, BE36, 4I3-HGR, EXPERIENCED ENGINE FAILURE AND ATTEMPTED TO DIVERT TO CAMBRIDGE MUNICIPAL AIRPORT (CDI), CAM
20200713009439A	AIRCRAFT LANDED ON RUNWAY 27 WITH WINDS REPORTED VARIABLE TO 320 DEGREES AND VARYING FROM 4 TO 8 KNOTS. DURING THE 
20200705009419A	2020-07-05, APPROXIMATELY 1050L, PIPER PA-32-300 TOOK OFF FROM TOWER, MN, 12D. THE FLIGHT PLAN WAS 5500 FT TO MENOM
20200923009399A	AN AIRCRAFT OPERATED BY CONSOLIDATED AG PILOT SERVICES, LLC WAS PROVIDING AERIAL APPLICATION SERVICES BY SPRAYING P
20200727009429A	ON JULY 27TH 2020, AT 10:45 AM, A CESSNA CE188 AG WAGON, OWNED BY ^PRIVACY DATA OMITTED^ WAS INVOLVED IN A FATAL AC
20200806009459A	WHILE ON A TRAINING FLIGHT PRACTICING COMMERCIAL MANEUVERS, THE COMMERCIAL RATED CERTIFICATED FLIGHT INSTRUCTOR AND
20200920009389I	PILOT STATED HE MIGHT HAVE BEEN A LITTLE FAST AND AIRCRAFT FLOATED BEFORE TOUCHING DOWN A LITTLE LONG AN THE 1400 F
20200711009469I	^PRIVACY DATA OMITTED^ (PIC) STATED THAT ON THE FINAL APPROACH HE WAS USING FULL FLAPS, NORMAL APPROACH SPEED OF 79
20200805009479I	ON AUGUST 5, 2020, 1000AM LOCAL TIME, MOONEY M-20S, N21737 SUFFERED A PARTIAL GEAR-UP LANDING ON RWY 17L AT COS. TH
20200712009559I	EVIDENCE INDICATES THAT UPON LANDING THE AIRCRAFT BELLY CAME IN CONTACT WITH THE RUNWAY CAUSING DAMAGE TO THE FUSEL
20200602009499A	THE PIC WAS TAKING OFF ON RUNWAY 32, AFTER LIFT OFF AND DURING THE INITIAL CLIMB, GOT TO ABOUT TREE LEVEL HEIGHT AN
20200701009579A	JULY 1, 2020 - A TITAN TORNADO (N5082N) DEPARTED FROM A PRIVATE GRASS STRIP IN LECOMPTE, LA ON A LOCAL AREA FLIGHT.
20200706009669A	PILOT WAS CONDUCTING LANDING PRACTICE AT PRIVATE AIRSTRIP. ON SECOND LANDING THE PILOT FELT THE AIRCRAFT DRIFTING O
20200821009649A	ON AUGUST 22, 2020 AT APPROXIMATELY 1435, AN AT 802A, SERIAL NUMBER 802A-0759, N759FA CRASHED IN A BEAN FIELD WHILE
20200902009699A	PILOT WAS HAVING TROUBLE MAINTAINING ALTITUDE, LANDED IN SAINT CLOUD, MN (STC) FOR AN EVALUATION FROM EMT'S, NO APP
20200806009739I	ON 08/06/2020 N14SG LOST ALL ELECTICAL POWER AFTER TAKOFF FROM KCMA RW,26.\nTHE PILOT ^PRIVACY DATA OMITTED^ STAYED 
20200401009599I	DATE OF INCIDENT:  04/02/2020\nAIRCRAFT:  BEECHCRAFT BONANZA F-33A, N8143J\n\nON APRIL 2, 2020 DURING A FLIGHT FROM KS
20200822009789A	WHILE ATTEMPTING LANDING AT TOK IN VFR CONDITIONS, AIRCRAFT DRIFTED SIDEWAYS OFF RUNWAY, PIC ELECTED TO STAY ON GRO
20200127009809I	01/27/20 INCIDENT SUMMARY ? N732GP\n\nI DEPARTED W29 AT AROUND 7:00 AM. THE INITIAL PART OF THE FLIGHT WAS VMC BUT TH
20200609009799I	PILOT WAS CONDUCTING TRAFFIC PATTERN WORK IN CONJUNCTION WITH PRACTICING SHORT FIELD LANDING AND TAKE OFFS. AFTER M
20200901009909I	ON 09/01/2020 PIPER ARCHER N28011 REGISTERED TO ^PRIVACY DATA OMITTED^. RAN OFF RUNWAY 22 DURING LANDING AND SUSTAI
20200625009859A	WHILE FAA INSPECTORS WERE OBSERVING THE PART 133 ROTORCRAFT EXTERNAL LOAD OPERATION IN ^PRIVACY DATA OMITTED^, COCO
20200125009949I	N202GE TOOK OFF FROM CNO AND STARTED TO CLIMB OUT, THE AIRCRAFT EXPERIENCED LOSS OF POWER FROM ENGINE. PILOT LOWERE
20200729009899A	ON JULY 29, 2020, AT APPROXIMATELY 1115 PDT, THE NEVADA FLIGHT STANDARDS DISTRICT OFFICE RECEIVED NOTIFICATION OF A
20200626009939I	THIS WAS THE AIRMAN'S SECOND FLIGHT IN THE AIRPLANE AND HE PLANNED TO DO A FEW TOUCH AND GOES AND THEN PREP FOR A L
20200824010051I	N299AM, PC12, RIGHT WINGLET CONTACTED PARKED, UNOCCUPIED ACFT (N3UV - AC50) DURING TAXI TO PARKING-NO PATIENT ON BO
20200724009999A	ON 07/24/2020 AT APPROXIMATELY 6:30 PM LOCAL TIME, AT A FARM NEAR WHITE HALL, MD, ^PRIVACY DATA OMITTED^ WAS ACTING
20200310010019A	PILOT REPORTED HE WAS OUT DOING A PLEASURE FLIGHT OVER HARD LABOR REGIONAL RESERVOIR AND SAW A CLEARANCE AT THE END
20200605010049A	ON 6/5/2020 AT APPROX., 1830, N5044Z DEPARTED D23 FOR OLE. \nWHILE ON APPROACH TO OLE THE PILOT SWITCHED FROM THE RI
20200612010029A	ON JUNE 12, 2020, AT APPROXIMATELY 1945 A PILOT OPERATING A VANS RV8 AIRCRAFT DEPARTED RUNWAY 6 AT HENRY COUNTY AIR
20200719010099A	PILOT UNDER PART 91 OPERATING CESSNA CE-172M, SERIAL NUMBER 17263704, REGISTRATION N1655V EXPERIENCED A HARD LANDIN
20200805010169A	PILOT OPERATING UNDER PART 91 BANNER TOWING OPERATING PIPER PA-25-235, SERIAL NUMBER 25-3995, REGISTRATION N223AB F
20200623010109A	PILOT UNDER 141 OPERATING CESSNA CE 152, SERIAL NUMBER 15284528 AND REGISTRATION N5314M. EXPERIENCED A HARD LANDING
20200503010149I	UPON ENTERING THE LEFT DOWNWIND FOR RUNWAY 13 AT 2IS, THE PEDALS WENT ROCK HARD, ALONG WITH THE HYD 2 AND SERVO LIG
20200528010139A	AIRCRAFT WAS ON TAKEOFF CLIMB FROM RUNWAY 11 WHEN THE AIRCRAFT STRUCK A POWERLINE RESULTING FROM A WIND SHEAR. THE 
20200713010129I	ATQA NO.: ASO1920073\nREGISTRATION: N55285\nPTRS:  SO19 \nMAKE: CESSNA\t\t\t\t\nMODEL: 172S\nSERIAL NUMBER: 172S11511\n\nWHEN:
20200822010179I	PART 91 OPERATING, CESSNA U206G, N288ZK, LANDING IN GOVERNMENT CUT AT MIAMI SEAPLANE BASE (X44), TAXIING BACK FLIPP
20200607010189A	PILOT HAD NOT YET SOLOED IN WEIGHT SHIFT AIRCRAFT BUT FELT COMFORTABLE FROM LAST SESSION TO PERFORM TAKE OFFS AND L
