c5	remark
20150107000222A	AFTER THE PRE-FLIGHT INSPECTION THE PILOT INITIATED THE STARTING PROCEDURE.  THE CHECKLIST STARTING PROCEDURE INCLUDES: 1.	ADVANCING THE THROTTLE TO THE WIDE OPEN POSITION 2.	ACTIVATING THE ELECTRIC EMERGENCY FUEL PUMP UNTIL THE PROPER READING IS OBSERVED ON THE FUEL FLOW GAUGE  3.	SHUTTING OFF THE ELECTRIC EMERGENCY FUEL PUMP  4.	RETARDING THE THROTTLE TO THE IDLE POSITION 5.	ENGAGE THE STARTER   THE PILOT STATES THAT THE THROTTLE WAS NOT RETARDED PRIOR TO ENGAGING THE STARTER AND  UPON ENGAGING THE STARTER THE ENGINE IMMEDIATELY ACCELERATED TO FULL RPM.  THE PLANE SUBSEQUENTLY ACCELERATED AT A RAPID RATE AND THE PROPELLER HIT THE LEFT WING OF N6853W AND THE RIGHT WING OF N70037 HIT THE TAIL OF THE SAME PLANE.  N70037 CONTINUED TO ACCELERATE TOWARD THE RUNWAY AND THE PROPELLER HIT THE RIGHT WING OF N9593W.  AT THIS TIME, THE MAGNETOS ON N70037 WERE SHUT OFF AND CAME TO REST APPROXIMATELY 150 YARDS FROM WHERE IT INITIALLY STARTED. INVESTIGATION DETERMINED THAT THE THROTTLE LINKAGE WAS IN GOOD WORKING ORDER, HOWEVER PILOT ADMITTED THAT IN A PANIC HE INADVERTENTLY PULLED THE PROPELLER CONTROL AFT RATHER THAN THE THROTTLE AS THE AIRCRAFT ACCELERATED.
20150107000431I	ARRIVED AT SCENE APPROXIMATELY 20:15 LOOKED AT BOTH AIRCRAFT DECIDED IT WAS MINOR DAMAGE TALKED TO CREW WAS NOT FAMILIAR WITH AREA THEY WERE BEING PARKED THE CENTER LINE WAS COVERED WITH SNOW PACK.  CREW DID NOT REALIZE THEY MADE CONTACT WITH OTHER AIRCRAFT.
20150107000469I	ON 01/07/2015 ON ABOUT 15:00 N6912T LANDED WITH THE NOSE LANDING GEAR RETRACTED.  PILOT STATED HE COMPLETED EMERGENCY LANDING GEAR EXTEND CHECK LIST AND IT DID NOT EXTEND.
20150107006279I	AIRMAN ENTERED THE PATRICK AIR FORCE BASE (COF) CLASS "DELTA" AIRSPACE WITHOUT A CLEARANCE. PATRICK AIR TRAFFIC CONTROL TOWER (ATCT) ATTEMPTED TO ESTABLISH COMMUNICATIONS WITHOUT SUCCESS. TRAFFIC IN THE PATTERN WAS DECONFLICTED. THE AIRMAN THEN EXITED THE AIRSPACE AND LANDED AT MERRITT ISLAND (KCOI) 7NM TO THE NORTHWEST OF COF.  WHEN CONTACTED BY COF CONTROLLERS ON THE GROUND, THE AIRMAN ADMITTED THAT HE MISTOOK PATRICK AIR FORCE BASE FOR MERRITT ISLAND.  SINCE COF IS NOT IN THE ATQA DATABASE, A 8020-17 DOES NOT EXIST IN ATQA. THIS 8020-23 WAS FILLED OUT WITHOUT AN A PILOT DEVIATION NUMBER. FAA ORDER 8020.11C CHAPTER 5, PARAGRAPH 3C COVERS THIS TYPE OF SITUATION.
20150108000599A	ON JANUARY 08, 2015 AT APPROXIMATELY 16:40, A CESSNA 210, REGISTRATION NUMBER N9565X OPERATING CFR PART 91 EXPERIENCED A SITUATION WHERE THE LANDING GEAR WOULD NOT RETRACT AFTER TAKEOFF. THE FLIGHT WAS SCHEDULED FROM JEFFERSON CITY MEMORIAL AIRPORT (JEF) TO SULLIVAN REGIONAL AIRPORT (UUV) IN SULLIVAN, MO.   THE AIRCRAFT WAS ENROUTE TO (UUV) WITH THE LANDING GEAR ISSUE AND THE PILOT PHONED AIRFRAME AND POWER-PLANT MECHANIC ^PRIVACY DATA OMITTED^. THE PILOT ATTEMPTED TO EXTEND THE GEAR SEVERAL TIMES WITH NO SUCCESS. THE MECHANIC AND THE PILOT DISCUSSED PERFORMING THE EMERGENCY LANDING GEAR PROCEDURE. THE PILOT ATTEMPTED THE PROCEDURE AND THE MAIN GEARS WOULD NOT GO TO THE DOWN AND LOCKED POSITION. THE NOSE GEAR WAS IN THE DOWN AND LOCKED POSITION.  THE PILOT THEN ATTEMPTED A GEAR UP LANDING AT (UUV) AIRPORT. THE LANDING WAS ON THE RUNWAY AT A LOW AIRSPEED. THE PILOT USED THE RUDDER AND AILERON AT THE LAST MOMENT TO TRY TO STEER THE AIRCRAFT OFF THE RUNWAY AND ENDED UP ON THE EDGE OF THE RUNWAY IN THE GRASS. THE PILOT WAS THE SOUL PERSON ONBOARD AND THERE WERE NO INJURIES. THE AIRCRAFT ENDED UP TIPPING TO THE RIGHT RESULTING IN  THE RIGHT WING AND RIGHT HORIZONTAL CONTACTING THE GROUND RESULTING IN SUBSTANTIAL DAMAGE TO THE AIRCRAFT.
20150109000079A	ON 01/09/2015 @ APPX 2315Z (1615 MST) A CIRRUS SR-22 N383GM CRASHED IN TO THE GREAT SALT LAKE IN UTAH KILLING THE PILOT. THE PILOT TOOK OFF FROM U42 SOUTH VALLEY REGIONAL AIRPORT, UT AT APPX 2300Z (1600 MST) AND WAS ALONE. THE WEATHER WAS REPORTED AS MARGINAL VFR AT THE AIRPORT OF DEPARTURE. IT WAS LATE IN THE DAY AND THE SUN WAS LOW ON THE HORIZON AND CASTING SHADOWS FROM THE MOUNTAIN RANGES WEST OF THE GREAT SALT LAKE. THE SUN TYPICALLY SETS AROUND 2432Z (1732 MST) IN SALT LAKE CITY THIS TIME OF YEAR. THE COURSE FLOWN STARTED NORTH OUT OF U42 AND THEN SHORTLY AFTER TURNED TO AVG HEADING OF 331&#61616;(NNW) AND TRAVELED THIS DIRECTION FOR 8.98 MILES, SPEED WAS AVERAGING 173 KTS. THE HEADING CHANGES TO AVERAGE 284&#61616;(W) AND TRAVELS ON THIS COURSE APPX 7.5 MILES AVG SPEED 175KTS OUT OVER THE GREAT SALT LAKE IN UTAH. FINAL COURSE CHANGE TO AVG HEADING 244&#61616;(SSW) AND CONTINUED TRAVELING THIS DIRECTION APPX 3.18 MILES AT AN AVERAGE SPEED OF 177KTS. THE INVERSION (LOW LYING FOG) WAS HEAVY THAT DAY AND THE LAKE AFFECT WAS MAKING IT WORSE IN THAT AREA. THE FLIGHT ALTITUDE COULD NOT BE DETERMINED WITH AVAILABLE DATA. IT IS BELIEVED THE PILOT WAS FLYING LOWER THAN 6500? DUE TO CLASS B AIRSPACE RESTRICTIONS. AT APPX 2315Z THE LAST TRANSPONDER PING AND RADAR CONTACT WAS MADE, THE PILOT DID NOT SPEAK WITH ATC DURING THIS FLIGHT EVENT. IT IS BELIEVED THIS IS WHEN THE ACCIDENT HAPPENED. WITNESSES WERE INTERVIEWED BUT THE FOG AND INVERSION WAS SO THICK AT THE TIME OF THE ACCIDENT NO ONE SAW ANYTHING. THERE WERE NO REPORTS FROM WITNESSES INTERVIEWED CONCERNING ANY ODD NOISES DURING THE TIME FRAME OF INTEREST. WITH THE AVAILABLE INFORMATION THE AIRCRAFT IS BELIEVED TO HAVE BEEN OPERATING PROPERLY THERE WAS EVIDENCE OF FUEL AT THE SCENE AND THE SAR PERSONNEL REPORTED THE SMELL OF FUEL WHEN THEY FIRST ARRIVED AT THE SCENE. THE AIRCRAFT ACCIDENT SCENE SPANNED APPX 2 MILES WITH THE MAIN WRECKAGE (THE HULL AND WINGS OF THE AIRCRAFT) AT ONE POINT AND ALL THE SMALLER PARTS WHICH ARE BELIEVED TO HAVE FLOATED AWAY FROM THE ACCIDENT AFTER THE CRASH. THE PILOT WAS FOUND APPX 2 MILES FROM THE SCENE STILL STRAPPED TO THE SEAT AND FLOATING IN THE LAKE. THE ENTIRE FRONT OF THE AIRCRAFT WAS COMPLETELY BROKEN UP, THE ENGINE AND PROPELLER WERE NOT RECOVERED DURING THE TIME FRAME OF THIS INVESTIGATION. IT IS BELIEVED THE AIRCRAFT BROKE UP AFTER STRIKING THE WATER AND THE BALLISTIC RECOVERY SYSTEM HAD NOT BEEN DEPLOYED BUT THE CHUTE WAS OUT OF THE BAY AND WRAPPED AROUND THE AIRCRAFT BUT THE BALLISTIC CHARGE HAD NOT BEEN FIRED SUSPECT THE FORCE OF THE IMPACT DISLODGED THE CHUTE FROM ITS PACKING. IT IS REPORTED BY INVESTIGATORS ON SCENE THE SAFETY PIN HAD NOT BEEN REMOVED FROM THE FIRING HANDLE IN WHAT REMAINED OF THE AIRCRAFT
20150109000129A	DURING A STUDENT PILOT CROSS COUNTRY THE INSTRUCTOR INITIATED A GO AROUND DURING APPROACH TO LANDING DUE TO GUSTY WIND CONDITIONS (GUST TO 28 REPORTED).  WHEN POWER WAS ADDED, THE ENGINE HESITATED AND STALLED, LIKELY DUE TO THE EXTREME COLD WEATHER CONDITIONS AND RAPID POWER ADVANCEMENT. THEY LANDED ON THE REMAINING RUNWAY, HOWEVER, DUE TO THE STRONG CROSSWINDS, THE AIRCRAFT DRIFTED OFF THE RUNWAY AND INTO A SNOW DRIFT AND FLIPPED OVER CAUSING SUBSTANTIAL DAMAGE TO THE AIRCRAFT.  THERE WERE NO INJURIES TO THE STUDENT OR INSTRUCTOR.
20150109000319I	ON JANUARY 9, 2015, AT 1010 LOCAL TIME, A FLIGHT DESIGN GMBH CTLS, N772CT, REGISTERED TO PARAGON AIRPLANE LEASING, DURING BI-ANNUAL THE AIRCRAFT WAS CLEARED FOR A TOUCH AND GO AND UPON LANDING THE NOSE GEAR BROKE.  VISUAL METEROROLOGICAL CONDITIONS PREVAILED AT THE TIME AND A VFR FLIGHT PLAN WAS FILED.  AIRCRAFT HAD MINOR DAMAGE AND THERE WERE NO INJURIES. FLIGHT ORIGINATED AT FMY ON JANUARY 9, 2015 AT APPROXIMATELY 9:45 LOCAL TIME.
20150109001369A	THE SINGLE ENGINE AIRCRAFT LOST POWER ON CLIMBOUT AND THEN DESCENDED IN A RIGHT HAND TURN UNTIL IMPACT WITH THE GROUND OFF AIRPORT.
20150110000169A	AFTER ENGINE START BY THE STUDENT PILOT, THE AIRCRAFT ROLLED ACROSS THE RAMP AND STRUCK THE TREES APPROXIMATELY 343 FEET FROM THE PARKING SPOT.  STUDENT PILOT CLAIMS THAT THE BRAKES DID NOT WORK AND THROTTLE CONTROL WAS FROZEN.
20150110000489A	ON JANUARY 10, 2015, AT APPROXIMATELY 1410 EASTERN STANDARD TIME,  A LINDSTRAND BALLOON,  N316TB, LANDED IN A FARM FIELD NEAR SOMERSET, IN, LATITUDE N40 38.638 LONGITUDE W085 54.205.  THIS OFFICE WAS NOTIFIED OF THE ACCIDENT AT 1600 EASTERN STANDARD TIME ON JANUARY 14, 2015. THE BALLOON LAID OVER ON LANDING IN A 13 KNOT WIND AND THE PILOT HELD ON TO THE CORD THAT OPENS THE PARACHUTE TOP TO DEFLATE THE BALLOON AND WAS EJECTED. THE PILOT IN COMMAND, THE ONLY OCCUPANT, RECEIVED SERIOUS INJURIES. THE FLIGHT WAS BEING OPERATED UNDER THE PROVISIONS OF 14 CFR  PART 91 AS A PERSONAL FLIGHT.  VISUAL METEOROLOGICAL CONDITIONS PREVAILED.   THE FLIGHT ORIGINATED AT THE ASHTON OBSERVATORY IN JASPER COUNTY, IA AT 0740 CENTRAL STANDARD TIME.  THE FLIGHT WAS A TIME AND DISTANCE FLIGHT USED AS A FUNDRAISER FOR THE AMERICAN CANCER SOCIETY. THERE WERE NO WITNESSES.  THE SUPPORT (CHASE ) CREW DID NOT ARRIVE AT THE LANDING SITE PRIOR TO THE LANDING. THE PILOT WAS CONSCIOUS AND MOBILE WHEN A LOCAL RESIDENT ARRIVED AND TRANSPORTED HIM TO A LOCAL MEDICAL FACILITY.  HE WAS THEN TRANSFERRED TO A HOSPITAL IN FORT WAYNE, IN. THE BALLOON WAS TRANSPORTED BACK TO IT?S HOME BASE IN IA.  IT WAS UNKNOWN TO THE CREW THAT THIS WOULD BE CONSIDERED AN ACCIDENT. THE INSPECTION OF THE BALLOON FOR DAMAGE WAS PERFORMED BY INSPECTORS FROM THE DES MOINES FSDO.  NO DAMAGE WAS FOUND.   INSPECTORS FROM THE DES MOINES FSDO ALSO INTERVIEWED THE PILOT AND THE CREW CHIEF.
20150110000609I	AIRCRAFT DEPARTED KI69 APPROXIMATELY 1345 EST FOR VFR FLIGHT TO K62 FOR A PRACTICE GPS21 APPROACH.  SUCCESSFUL TOUCH AND GO WAS COMPLETED.  PILOT WAS RETURNING TO KI69 WHEN DECISION WAS MADE DURING THE DOWNWIND LEG TO DO A SECOND TOUCH AND GO AT K62.  NORMAL TRAFFIC PATTERN APPROACH WAS MADE AND PILOT FAILED TO EXTEND LANDING GEAR FOR TOUCH DOWN.  AIRCRAFT SKIDDED TO A STOP NEAR THE CENTER OF THE RUNWAY.  NO FIRE.
20150110000689I	ON JANUARY 10, 2015 @ APPROXIMATELY 1645 EST AIRCRAFT N9404Q LANDED AT MIAMI EXECUTIVE AIRPORT (TMB) ON RUNWAY 9R.  THE NOSE GEAR COLLAPSED WHEN IT CONTACTED THE RUNWAY.  NO INJURIES WERE REPORTED BY THE PILOT OR PASSENGER.   THE PILOT REPORTED THAT THIS WAS THE SECOND LANDING OF THE DAY AND THAT HE HAD NO PREVIOUS GEAR DISCREPANCY AND THE GEAR INDICATED DOWN AND LOCKED.  DAMAGE WAS LIMITED TO THE PROPELLERS, ENGINES AND NOSE OF THE AIRCRAFT. NO STRUCTURAL DAMAGE WAS NOTED.
20150110001029A	AIRCRAFT VEERED TO THE LEFT AND GROUND LOOPED DURING LANDING.  AIRCRAFT STRUCK EMBANKMENT AND ROLLED OVER.
20150110001619A	ON JANUARY 10, 2015, AT 1037 ATLANTIC STANDARD TIME, A ROBINSON R22 BETA, N348VH, OPERATED BY VERTICAL SOLUTIONS HELICOPTER COMPANY, LLC, WAS DESTROYED WHEN IT IMPACTED WATERS OF SAN JUAN BAY, OFF SHORE CATA?O, PUERTO RICO. THE STUDENT PILOT WAS FATALLY INJURED. VISUAL METEOROLOGICAL CONDITIONS PREVAILED, AND NO FLIGHT PLAN HAD BEEN FILED FOR THE LOCAL FLIGHT THAT ORIGINATED AT FERNANDO LUIS RIBAS DOMINICCI AIRPORT (TJIG), ISLA GRANDE, SAN JUAN, PUERTO RICO. THE SOLO INSTRUCTIONAL FLIGHT WAS CONDUCTED UNDER THE PROVISIONS OF 14 CODE OF FEDERAL REGULATIONS PART 91. ACCORDING TO THE STUDENT PILOT'S FLIGHT INSTRUCTOR, THE STUDENT PILOT ARRIVED AT THE HANGAR ABOUT 0800 AND BEGAN HIS PREFLIGHT INSPECTION OF THE HELICOPTER. UPON COMPLETION OF THE INSPECTION THEY SPOKE FOR ABOUT 20 MINUTES ABOUT THE WEATHER CONDITIONS AT THE AIRPORT, WHETHER HE HAD ALL OF HIS DOCUMENTS ON HIM, HOW LONG HE WOULD FLY AND WHAT HE WOULD BE PRACTICING ON THE FLIGHT. THEY THEN WHEELED THE HELICOPTER OUTSIDE AND THE STUDENT PILOT MADE FINAL PREPARATIONS FOR THE FLIGHT.  ABOUT 0845, THE STUDENT PILOT STARTED THE HELICOPTER AND ABOUT 10 MINUTES LATER SHUT IT DOWN AND WALKED TO THE HANGER. HE EXPLAINED THAT THE TOWER CONTROLLER HAD SAID THAT HIS REQUEST TO MAKE RIGHT CLOSED TRAFFIC PATTERNS COULD NOT BE ACCOMMODATED AT THAT TIME AND TO TRY AGAIN LATER. ABOUT 0920, THE FLIGHT INSTRUCTOR PHONED THE TOWER TO SEE IF THE FLIGHT COULD GO AND GOT AN AFFIRMATIVE RESPONSE, SO HE SENT THE STUDENT PILOT BACK OUT TO CONTINUE THE FLIGHT.  THE HELICOPTER DEPARTED THE RAMP ABOUT 0930 AND REMAINED IN THE TRAFFIC PATTERN FOR APPROXIMATELY 1 HOUR. AS THE FLIGHT INSTRUCTOR WAS SITTING IN THE HANGAR, HE NOTICED THAT IT WAS TAKING LONGER THAN NORMAL SINCE HE HAD HEARD THE HELICOPTER GO BY. HE STEPPED OUTSIDE AND VISUALLY LOCATED THE HELICOPTER IN A LEFT HOLDING PATTERN SOUTH OF THE AIRPORT WHICH WAS STANDARD PROCEDURE WHEN THE TOWER NEEDED SEQUENCING FOR OTHER AIRCRAFT, THEN HE WENT BACK INSIDE. A FEW MORE MINUTES WENT BY AND THE FLIGHT INSTRUCTOR STILL HAD NOT HEARD THE HELICOPTER, SO HE WENT OUTSIDE AGAIN, BUT WAS UNABLE TO LOCATE THE HELICOPTER. HE THEN NOTICED A PORTS AUTHORITY VEHICLE DRIVING TOWARDS THE POLICE HANGAR, AND A MINUTE OR SO LATER HE SAW ONE OF THE POLICE HELICOPTERS BEGIN TO SPIN UP. AT THAT MOMENT, THE FLIGHT INSTRUCTOR SUSPECTED A PROBLEM SO HE CALLED THE CONTROL TOWER, THE CONTROLLER TOLD HIM THAT HE HAD SEEN THE HELICOPTER SPINNING AND THAT IT HAD THEN IMPACTED THE WATER BY CATA?O POINT.  AT APPROXIMETLY 1230 HRS INSPECTOR HERNANDEZ AND INSPECTOR CEPEDA ARRIVED ON SCENE AND STARTED THE INVESTIGATION, AIRCRAFT RECORDS AND INSTRUCTOR STATEMENT WHERE COLLECTED.  ACCORDING ANOTHER PILOT, HIS LOW-WING AIRPLANE WAS NUMBER THREE APPROACHING THE AIRPORT, ABOUT 3 TO 4 MILES ON A STRAIGHT-IN APPROACH TO RUNWAY 9, WITH THE HELICOPTER NUMBER TWO TO LAND. THE TOWER CONTROLLER ASKED THE PILOT IF HE HAD THE HELICOPTER IN SIGHT, AFTER WHICH, THE PILOT SAW AN AIRCRAFT ABOUT ? MILE AHEAD, ABOUT THE 2:30 POSITON (OFF THE RIGHT SIDE) OF HIS AIRPLANE. THE PILOT ORIGINALLY THOUGHT HE SAW A RADIO-CONTROLLED (RC) HELICOPTER, BECAUSE IT WAS EMITTING WHITE SMOKE FROM THE BACK, AS DID THE RC HELICOPTERS HE WAS USED TO FLYING. HE THEN SAW IT DO A SERIES OF RIGHT 360-DEGREE TURNS "AROUND THE ROTOR HEAD," WITH THE FUSELAGE VERTICAL, AND REALIZED IT WAS A HELICOPTER. WHILE TURNING TO THE RIGHT, THE HELICOPTER CLIMBED 100 TO 200 FEET, REACHING AN ESTIMATED 800 FEET. AS IT DID, THE ENDS OF BOTH ROTOR BLADES CONED UPWARDS TO WHERE THE BLADES TIPS WERE VERTICAL, WITH THE MAJOR BENDING OCCURRING ABOUT ? BLADE SPAN FROM THE ENDS OF THE BLADES.  THE WITNESS THEN SAW THE HELICOPTER'S NOSE DROP, AND THE HELICOPTER ENTERED A DESCENT, SPIRALING DOWNWARD TO THE RIGHT THREE OR FOUR TIMES UNTIL IT IMPACTED THE WATER. IT HIT THE WATER HEADING EAST, NOSE DOWN, RIGHT SIDE DOWN. UPON IMPACT, THE TAILBOOM EXPLODED OFF THE REST OF THE AIRFRAME TOWARD THE WEST.
20150110002369I	PILOT ENCOUNTERED A DECREASE IN OAT (FROM 43 DEGREES F TO 28 DEGREES F)AND DIVERTED TO WACO TO TERMINATE FLIGHT DUE TO WEATHER.  DURING APPROACH, AIRCRAFT WINDSHIELD ICED OVER OBSCURING VIEW.  AIRCRAFT DEPARTED RUNWAY HITTING A SIGN. SKIN DAMAGE TO LEFT WING, LANDING GEAR,AND FLAP.
20150111000379A	THE EYE WITNESS STATED THAT N8080S DEPARTED RUNWAY 33 AT S39 IN A STEEP CLIMB ATTITUDE.  THE RV-9A STALLED AT APPROXIMATELY 1000 FEET ABOVE GROUND LEVEL AND SPUN TO THE RIGHT.  IT IMPACTED THE PARALLEL TAXIWAY TO RUNWAY 10/28 AND BURNED. THE PILOT IN COMMAND WAS FATALLY INJURED.
20150111000549A	ON JANUARY 11, 2015 AT 1246 MOUNTAIN STANDARD TIME N82828, A PIPER PA-28RT-201T SINGLE ENGINE AIRPLANE IMPACTED THE GROUND IN A WHEAT FIELD WHILE MANEUVERING NEAR BRIGHTON, COLORADO. THE PILOT, SOLE OCCUPANT ON BOARD, WAS FATALLY INJURED AND THE AIRCRAFT WAS DESTROYED. DAY VISUAL METEOROLOGICAL CONDITIONS PREVAILED AND NO FLIGHT PLAN WAS FILED FOR THE CFR PART 91 FLIGHT WHICH ORIGINATED FROM VAN AIRE AIRPORT (CO12).
20150111018759I	ON JANUARY 23, 2015 AT APPROX.1340 INSPECTOR HERNANDEZ; VISITED AVIATION PARTNERS OF BOYNTON BEACH TO INVESTIGATED AN ALLEGED INCIDENT THAT OCCURRED ON 1/11/2015, AT ST KITTS AIRPORT (SKB). THE COMPANY?S DIRECTOR OF OPERATIONS (DO) INDICATED THAT JANUARY 14, 2015, HE HAD NOTICE THAT A PIECE OF APPROX. ? TO ? INCH WAS MISSING FROM EACH PROPELLER BLADE OF THE LEFT ENGINE AND MISSING LENS OF THE BOTTOM BEACON LIGHT. IT APPEARED TO BE A PROPELLER STRIKE DURING LANDING     AFTER INVESTIGATION BY THIS INSPECTOR IT WAS DETERMINED THAT;ON JANUARY 11, 2015 ^PRIVACY DATA OMITTED^ (PIC) WAS CLEAR TO LAND RUNWAY 07 ST. KITTS AIRPORT(SKB). N7994R WAS PAST THE THRESHOLD RUNWAY 07, THE CONTROLLER OBSERVED THE LANDING GEAR WAS NOT DOWN AND ADVISED HIM, AND HE IMMEDIATELY PULLED AND WENT AROUND; LOWER THE GEAR AND LANDED WITHOUT INCIDENTS. HE DID NOT REPORT THE INCIDENT TO THE COMPANY AND COMPLETED SEVEN ADDITIONAL REVENUE FLIGHTS. BEFORE THE DAMAGE WAS DISCOVERED.  ENFORCEMENT ACTION (EIR#2015SO630039) WAS INITIATED ON^PRIVACY DATA OMITTED^ ENFORCEMENT ACTION (EIR#2015SO630013) WAS INITIATED ON THE COMPANY.
20150112000419I	PILOT SELECTED GEAR DOWN ON APPROACH TO RUNWAY. VISUAL BY THE PILOT INDICATED THE MAINS DOWN BUT BOW GEAR STILL ON TOP OF AMPHIBS. APPROACH ABORTED FOR TROUBLESHOOTING, NO BREAKERS BLOWN, HAND PUMP HAD NO PRESSURE. MAIN GEARS WOULD NOT RETRACT, NOTIFIED TOWER, WAITED FOR AK AIR JET TO LAND. TOUCHED DOWN ON MAINS AND LET BOW DOWN TO LAND ON FRONT KEEL OF FLOATS, ENGINE SHUT DOWN AND FUEL SHUT OFF AS SOON AS KEEL TOUCHED AND SKID TO A STOP. LANDING WAS UNEVENTFUL AND PASSENGERS UNLOADED SAFELY.
20150112001509A	THE PILOT WAS ON AN INSTRUMENT APPROACH INTO DELAND. DID NOT MAKE THE FIRST ATTEMPT FOR LANDING. CIRCLED THE AIRPORT IN IFR CONDITIONS AND TRIED 4 OTHER TIMES TO LAND. FINALLY LANDED VERY HARD AND DAMAGED THE WING FROM THE LANDING GEAR.
20150112020109A	THE AIRCRAFT N6202N INITIATED A TAKEOFF FROM RUNWAY 21 AT CHILHOWIE GLIDERPORT  (92A) AFTER LIFTING OFF THE AIRCRAFT STARTED A STEEP CLIMB THEN PROCEED TO A LEFT TURN WITH A 45 OR HIGHER DEGREE ANGLE OF BANK AT AN ALTITUDE OF 150 TO 250 HUNDRED FEET. THE AIRCRAFT STALLED WITH A ? TURN BEFORE IMPACTING THE GROUND. THE AIRCRAFT WAS SUBSTANTIAL DAMAGED AND THE PILOT WAS FATALLY INJURED.
20150113000679I	ON JANUARY 13, 2015 AT APPROXIMATELY 1320 CST, A CESSNA 172-P, REGISTRATION NUMBER N62475 WAS FLYING BACK TO CREVE COEUR AIRPORT (1H0). AT APPROXIMATELY SIX MILES SOUTH OF ST. LOUIS DOWNTOWN PARKS AIRPORT (KCPS) THE AIRCRAFT DEVELOPED AN ENGINE MALFUNCTION. THE FLIGHT INSTRUCTOR REPORTED THIS TO ST. LOUIS TRACON, DECLARED AN EMERGENCY AND SQUAWKED 7700 (EMERGENCY) ON THE TRANSPONDER. A TOTAL OF TWO PEOPLE WERE ON BOARD THE AIRCRAFT, A FLIGHT INSTRUCTOR PILOT AND PILOT. BOTH PILOTS INDICATED THAT SMOKE STARTED TO POUR FROM THE ENGINE AND OIL STARTED TO COVER THE WINDSCREEN. AT THAT POINT THE PILOT STATED HE RELEASED CONTROL TO THE INSTRUCTOR PILOT WHO COMPLETED AN EMERGENCY LANDING IN AN OPEN FIELD AT ^PRIVACY DATA OMITTED^, EAST CARONDELET ILLINOIS. DURING THE DESCENT INTO THE FIELD THEY NOTED THAT THEY HEARD A LOUD NOISE AS THEY FLEW UNDER SOME POWER LINES, HOWEVER THE ROUTE OF THE FLIGHT WAS UNALTERED. THE INSTRUCTOR PILOT MADE THE LANDING WITH NO INJURIES. THERE APPEARS TO BE MINOR DAMAGE TO THE RIGHT WINGTIP. ON JANUARY 20, 2015 THE ENGINE COWLING WAS REMOVED IN THE PRESENCE OF THREE SAFETY INSPECTORS. THERE IS A TWO INCH DIAMETER PUNCTURE FROM WITHIN THE TOP LEFT HAND ENGINE CASE.
20150113000699A	NO RECORD WAS FOUND THE PILOT HAD RECEIVED A WEATHER BRIEFING.  THE WEATHER REPORTED AROUND THE TIME OF DEPARTURE AND AT THE TIME OF THE ACCIDENT SHOWED THE AREA TO BE UNDER INSTRUMENT FLIGHT RULES AND A CEILING OF 500'  THE AIRCRAFT TRANSPONDER WAS SET AT 1200.  THE PILOT FUELED AIRCRAFT AT APPROXIMATELY 2000 HOURS AND DEPARTED MASSEY RANCH (X50) AIRPORT.  DURING THE COURSE OF THE FLIGHT THE PILOT TRANSMITTED NUMEROUS TIMES HELLO, HELLO, I DON?T WHERE I AM. I WANT TO LAND. I CAN?T SEE AIRPORT, I WANT TO LAND. I WANT TO LAND.  DAYTONA APPROACH WAS ATTEMPTING TO CONTACT THE AIRCRAFT OVER MASSEY RANCH CALLING HELLO, HELLO ON RADIO.    CONTACT WITH THE AIRCRAFT WAS ESTABLISHED WITH DAYTONA BEACH APPROACH ON GUARD FREQUENCY 121.50.   THE  AIR TRAFFIC CONTROLLER ATTEMPTED TO GUIDE THE AIRCRAFT TO NEW SMYRNA AIRPORT. THE PILOT INDICATED SHE WAS AT 600 FEET AND IN CLOUDS, CONTROLLER STATED CALM DOWN, MAKE A LEFT TURN, AND I NEED YOU TO CLIMB. YOU ARE DESCENDING, I NEED YOU TO KEEP CLIMBING, NO FURTHER INTELLIGIBLE  ACKNOWLEDGEMENT FROM THE PILOT WAS RECEIVED.  DAYTONA BEACH AIR TRAFFIC IMMEDIATELY  NOTIFIED THE LOCAL AUTHORITIES  OF THE LAST KNOWN POSITION OF THE AIRCRAFT AND ACCORDING TO POLICE REPORTS THE AIRCRAFT CRASHED IN THE VICINITY OF .4MILES NORTH OF THE FLAGLER STREET BEACH ENTRANCE AND WAS FOUND FLOATING IN THE SURF.
20150113001149I	THE 60-AMP LANDING GEAR MOTOR CIRCUIT BREAKER FAILED INTERNALLY AND TRIPPED, PREVENTING NORMAL EXTENSION OF THE GEAR.  THE MANUAL GEAR EXTENSION PROCEDURE WAS EXECUTED INCORRECTLY PREVENTING ALTERNATE EXTENSION OF THE GEAR. A GEAR-UP LANDING WAS EXECUTED.
