c5	remark
20000103000309A	(.19) ON JANUARY 3, 2000, AT 1225 CENTRAL STANDARD TIME, A CESSNA A185F AIRPLANE, N999SW, WAS SUBSTANTIALLY DAMAGED DURING A FORCED LANDING FOLLOWING A LOSS OF ENGINE POWER AFTER DEPARTING FROM THE CLOVER FIELD AIRPORT NEAR HOUSTON, TEXAS. THE COMMERCIAL PILOT, WHO WAS THE OWNER OF THE AIRPLANE, AND HIS THREE PASSENGERS WERE NOT INJURED. VISUAL METEOROLOGICAL CONDITIONS PREVAILED AND AN INSTRUMENT FLIGHT RULES FLIGHT PLAN WAS FILED FOR THE 14 CODE OF FEDERAL REGULATIONS PART 91 PERSONAL FLIGHT. THE CROSS-COUNTRY FLIGHT DEPARTED THE CLOVER FIELD AIRPORT AT 1215, AND WAS DESTINED FOR THE GREGG COUNTY AIRPORT NEAR LONGVIEW, TEXAS. DURING A TELEPHONE INTERVIEW CONDUCTED BY THE NTSB INVESTIGATOR-IN-CHARGE, THE PILOT STATED THAT HE DEPARTED TO THE NORTH FROM RUNWAY 32 AND WAS CLIMBING IN INSTRUMENT METEOROLOGICAL CONDITIONS THROUGH 3,500 FEET, WHEN HE HEARD A SEQUENCE OF "LOUD BANGS." THE PILOT STATED THAT HE LOOKED AT THE DIGITAL ENGINE MONITOR AND NOTED THAT THE CYLINDER HEAD TEMPERATURE FOR THE #3 CYLINDER WAS INDICATING AN "EXCESSIVELY HIGH TEMPERATURE." THE PILOT ALSO NOTED THAT THE OIL PRESSURE AND OIL TEMPERATURE GAUGES WERE INDICATING "LOWER THAN NORMAL." HE ADDED THAT THE       AIRPLANE WAS "VIBRATING VIOLENTLY" AND THEREFORE, ELECTED TO PULL THE THROTTLE TO IDLE AND INITIATE A DESCENT. THE PILOT DECLARED AN EMERGENCY TO AIR TRAFFIC CONTROL (ATC) AND THEY CLEARED HIM DIRECT TO THE CLOVER FIELD AIRPORT. THE PILOT STATED THAT THE AIRPLANE BROKE OUT OF THE CLOUDS AT 1,500 FEET, AND HE REPORTED TO ATC THAT HE HAD THE AIRPORT IN SIGHT. THE PILOT DETERMINED THAT HE WOULD NOT BE ABLE TO FLY THE AIRPLANE TO RUNWAY 32 WITH THE AVIALABLE POWER, AND ELECTED TO LAND ON RUNWAY 22 (A 2,400-FOOT LONG GRASS RUNWAY) INSTEAD. ON FINAL APPROACH, THE PILOT FULLY EXTENDED THE FLAPS WHILE MAINTAINING A 90 KNOT GLIDE SPEED. HE ADDED THAT THE AIRPLANE LANDED HALF WAY DOWN THE LENGTH OF THE RUNWAY AT ABOUT 70 KNOTS. THE PILOT APPLIED HEAVY BRAKE PRESSURE IN AN ATTEMPT TO STOP THE AIRPLANE BEFORE IT CONTACTED A DITCH LOCATED AT THE END OF THE RUNWAY. WHEN THE AIRPLANE SLOWED TO ABOUT 40 KNOTS, IT NOSED OVER COMING TO REST INVERTED. THE FAA INSPECTOR, WHO VISITED THE ACCIDENT SITE, STATED THAT THE WINGS, VERTICAL STABILIZER, AND FIREWALL WERE STRUCTURALLY DAMAGED. THE ENGINE WAS SEPARATED FROM THE ENGINE MOUNTS AND THE #3 CYLINDER HEAD WAS FOUND SEPARATED FROM THE BARREL. (-23) ENGINE CRACKED CYL. AS A/C CLIMBED THRU 3500 FT, PILOT TURNED BACK TO AIRPORT, PILOT HAD VISUAL CONTACT AT 1500 FT. PILOT HAD REDUCED POWER TO IDLE DUE TO ROUGH ENGINE. PILOT ELECTED TO LAND CROSSWIND TO EXPIDITE LANDING. A/C TOUCHED DOWN IN LAST 3RD OF RUNWAY. PILOT TRIED TO STOP, A/C FLIPPED OVER ON ITS BACK. (-23)ENGINE CRACKED CYL. AS A/C CLIMBED THRU 3500 FT, PILOT TURNED BACK TO AIRPORT, PILOT HAD VISUAL CONTACT AT 1500FT. PILOT HAD REDUCED POWER TO IDLE DUE TO ROUGHT ENGINE.  PILOT ELECTED TO LAND CROSSWIND TO EXPIDITE LANDING.  A/C TOUCHED DOWN IN LAST 3RD OF RUNWAY. PILOT TRIED TO STOP, A/C FLIPPED OVER ON ITS BACK.                                                        (.4)ON JANUARY 3, 2000, AT 1225 CENTRAL STANDARD TIME, A CESSNA A185F SINGLE-ENGINE AIRPLANE, N999SW, WAS SUBSTANTIALLY DAMAGED DURING A FORCED LANDING FOLLOWING A LOSS OF ENGINE POWER AFTER DEPARTING FROM THE CLOVER FIELD AIRPORT NEAR HOUSTON, TEXAS. THE COMMERCIAL PILOT, WHO WAS THE OWNER OF THE AIRPLANE, AND HIS THREE PASSENGERS WERE NOT INJURED. VISUAL METEOROLOGICAL CONDITIONS PREVAILED AND AN INSTRUMENT FLIGHT RULES FLIGHT PLAN WAS FILED FO                                                                 R THE 14 CODE OF FEDERAL REGULATIONS PART 91 PERSONAL FLIGHT. THE CROSS-COUNTRY FLIGHT DEPARTED THE CLOVER FIELD AIRPORT AT 1215, AND WAS DESTINED FOR THE GREGG COUNTY AIRPORT NEAR LONGVIEW, TEXAS. DURING A TELEPHONE INTERVIEW CONDUCTED BY THE NTSB INVESTIGATOR-IN-CHARGE, THE PILOT STATED THAT HE DEPARTED TO THE NORTH FROM RUNWAY 32L, AND WAS CLIMBING THROUGH 3,200 FEET WHILE IN INSTRUMENT METEORO
20000103006489A	(-23) TO DETERMINE THE CAUSE OF THE POWER LOSS, THE HELICOPTER IS BEING RETURNED TO THE ROBINSON FACTORY TO HAVE THE ENGINE RUN ON THEIR DYAMOMETER.
20000103011549A	(-23) PILOT IN COMMAND REPORTED FUEL EXHAUSTION. AIRCRAFT CRASHED DOWN IN AN NATIONAL FOREST.  NO FIRE.                                              (-4) ON JANUARY 3, 2000, AT 2130 EASTERN STANDARD TIME, A PIPER PA-24-180, N5703P COLLIDED WITH TREES IN A HEAVILY WOODED AREA WHILE MANEUVERING FOR AN EMERGENCY LANDING IN CORDSVILLE, SOUTH CAROLINA. THE PERSONAL FLIGHT WAS OPERATED BY THE PILOT UNDER THE PROVISIONS OF TITLE 14 CFR PART 91 WITH NO FLIGHT PLAN FILED. VISUAL WEATHER CONDITIONS PREVAILED AT THE TIME OF THE ACCIDENT. THE AIRPLANE WAS SUBSTANTIALLY DAMAGED. THE AIR TRANSPORT PILOT AND HIS FRONT SEAT PASSENGER RECEIVED FATAL INJURIES; THE REAR-SEATED PASSENGER RECEIVED SERIOUS INJURIES. THE FLIGHT DEPARTED THE PRINCETON/ROCKY HILL AIRPORT IN PRINCETON, NEW JERSEY, AT 1615.                                                                                                            ACCORDING TO THE FIXED BASE OPERATOR (FBO) AT PRINCETON/ROCKY HILL AIRPORT, THE AIRPLANE WAS TOPPED-OFF WITH AVIATION FUEL BEFORE THE FLIGHT DEPARTED. THE FBO ALSO REPORTED THAT THE PILOT HAD STATED THAT HIS DESTINATION WAS KEY WEST, FLORIDA, AND THE PILOT PLANNED AN ENROUTE STOP IN SAVANNAH, GEORGI A. APPROX. FIVE HOURS AND FIFTEEN MINUTES INOT THE FLIGHT, THE PILOT RADIOED CHARLESTON, GEORGIA. APPROX. FIVE HOURS AND FIFTEEN MINUTES INTO THE FLIGHT, THE PILOT RADIOED CHARLESTON APPROACH CONTROL AND REQUESTED LANDING. ABOUT TWO MINUTES AFTER THE INTIAL RADIO CONTACT, THE PILOT REPORTED THAT THE AIRPLANE HAD RUN OUT OF FUEL. THE APPROACH CONTROLLER IMMEDIATELY ISSUED THE PILOT RADAR VECTORS TO THE NEAREST AIRPORT. SECONDS LATER, RADIO AND RADAR CONTACT WAS LOST. WITHIN ABOUT TWO MINUTES AN EMERGENCY LOCATOR TRANSMITTER (ELT) SIGNAL WAS REPORTED BY ANOTHER AIRPLANE. AT APPROX. 0230, ON JANUARY 4, 2000, THE DOWNED AIRPLANE WAS LOCATED BY THE GROUND SEARCH OPERATION.
20000103039579I	(-23)ON APPROACH TO R/W 28L AT PIT. THE AIRCRAFT'S HYDRAULIC SYSTEM TEMPERATURE INDICATOR SHOWED A HIGH TEMPERATURE AND THE HYDRAULIC SYSTEM PRESSURE SHOWED A LOW PRESSURE. THE CREW EXTENDED THE LANDING GEAR VIA THE EMERGENCY EXTENSION PROCEDURES. THE AIRCRAFT LANDED AND TAXIED TO THE RAMP WITHOUT INCIDENT.  PSA MAINTENANCE PERSONNEL TROUBLE SHOOT THE HYRAULIC SYSTEM AND THE HYDRAULIC PUMP WAS REPLACED.  AIRCRAFT WAS RETURNED TO SERVICE.
20000104000119I	(-23) MR. KENNEDY WAS INTERVIEWED AND HIS PILOT RECORDS WERE INSPECTED BY PRINCIPAL OPERATION INSPECTOR DELVINY PATNO.  MR. KENNEDY'S RECORDS INDICATED HE HAD FLOWN LESS THAN 5 HOURS SINCE HIS FLIGHT REVIEW ON JULY 4, 1998. SEE ATTACHED SHEET FOR ADDITIONAL INFORMATION FROM PRINCIPAL AIRWORTHINESS INSPECTOR.
20000104000559I	(-23) ON JANUARY 4, 2000, VANGUARD AIRLINES, FLIGHT 819, A BOEING 737, WAS ENROUTE FROM MCI TO DFW.  UPON TAXI, THE NUMBER TWO ENGINE EPR INDICATOR FAILED.  NO EMERGENCY WAS DECLARED AND THE PILOT TAXIED THE AIRCRAFT BACK TO THE GATE AT MCI.  VANGUARD MAINTENANCE RESET THE CIRCUIT BREAKER FOR THE NUMBER TWO EPR.  ON ENGINE RUN THE NUMBER TWO EPR INDICATOR WAS NORMAL IN ACCORDANCE WITH THE MAINTENANCE MANUAL REFERANCE 77-11-0.  THE AIRCRAFT WAS RETURNED TO SERVICE AND THE FLIGHT CONTINUED WITH ONLY A DELAY.  WITH THIS REPORT INCIDENT NUMBER, CE2000IA IS CONSIDERED CLOSED.
20000104000899A	(.19) ON JANUARY 4, 2000, ABOUT 1400 HOURS MOUNTAIN STANDARD TIME, AN AMATEUR BUILT EXPERIMENTAL ROTORWAY EXEC 9 HELICOPTER, N89678, SUSTAINED SUBSTANTIAL DAMAGE WHEN THE MAIN ROTOR BLADES CONTACTED THE TAIL BOOM DURING AN AUTOROTATION AT MEMORIAL AIRPORT NEAR CHANDLER, ARIZONA. ROTORWAY INTERNATIONAL OPERATED THE HELICOPTER UNDER THE PROVISIONS OF 14 CFR PART 91.  THE CERTIFIED FLIGHT INSTRUCTOR AND PRIVATE PILOT STUDENT WERE NOT INJURED.  THE INSTRUCTIONAL FLIGHT DEPARTED STELLAR AIR PARK NEAR CHANDLER, ARIZONA, ABOUT 1320.  VISUAL METEOROLOGICAL CONDITIONS PREVAILED AND NO FLIGHT PLAN WAS FILED.  THE SAFETY BOARD WAS NOTIFIED OF THE ACCIDENT ON JANUARY 12, 2000.  THE OPERATOR STATED THE FLIGHT WAS A FAMILIARIZATION FOR THE PRIVATE PILOT, WHO WAS TRANSITIONING INTO THIS MODEL OF HELICOPTER.  AN APPROACH WAS BEING MADE TO RUNWAY 03 WHEN ALL ENGINE POWER WAS LOST AT 100 FEET.  AN AUTOROTATION WAS MADE TO SOFT SAND, BUT THE MAIN ROTOR BLADES CONTACTED THE TAIL BOOM, AND THE TAIL ROTOR BLADES CONTACTED THE GROUND.  THE OPERATOR REPORTED THAT A SUBSEQUENT INSPECTION DETERMINED THAT THE SECONDARY DRIVESHAFT FRACTURED.                                                                     (-23) UPON PILOT MAKING A NORMAL APPROACH @MEMORIAL FIELD, CHANDLER, AZ. A LOUD NOISE WAS OBSERVED JUST AFT OF THE COCKPIT. PILOT ENTERED AUTOROTATION FROM APPROX. 100 FT (AGL) TOUCHDOWN/ FENCE CAUSED BLADES TO CONTACT RUNWAY THE HELI CAME TO REST RIGHT SIDE UP, BUT THE M/R BLADES DID CONTACT THE TAIL BOOM/JUST AFT OF THE HORI. STAB. NO INJURIES, NO FIRE.
20000104000999I	(-23) ON TUESDAY, JANUARY 4, 200, AFTER DEPARTING BUFFALO AIRPORT AT BUFFALO, NEW YORK, A BOEING 727, N313NE, FLIGHT 6141, OPERATED BY EXPRESS ONE INTERNATIONAL, LOST ENGINE OIL PRESSURE ON THE #3 ENGINE AND THE AIRCRAFT RETURNED TO LAND ON RUNWAY 23 AT BUF AFTER SHUTTING DOWN THE #3 ENGINE.  FIRE AND RESCUE RESPONDED.  THE AIRCRAFT TAXIED TO THE RAMP WITHOUT INCIDENT.  THERE WERE NO INJURIES.  THE MECHANIC FOUND A MISSING STUD FROM THE #3 ENGINE GEAR ACCESSORIES CASE AND PERFORMED THE NECESSARY REPAIRS.  THE OPERATIONAL CHECK WAS SATISFACTORY AND THE AIRCRAFT RETURNED TO SERVICE.  THIS INCIDENT IS CONSIDERED CLOSED.
20000104002539I	ON 1/4/00 PIPER PA-602P, N700DJ, S/N 62P09238165047, PILOTED BY JAMES PAIGE, EXPERIENCED COMPLETE ELECTRICAL FAILURE DURING AN INSTRUMENT APPROACH TO JAMESTOWN, NY (JHW). THE PILOT DIVERTED TO AND LANDED AT DUNKIRK, NY (DKK)THE ELECTRICAL FAILURE OCCURRED WHILE DESCENDING THROUGH CLOUDS; THE AIRCRAFT WAS PICKED UP LIGHT ICE AT WHICH TIME THE PILOT TURNED ON THE WIND SHIELD HEAT PANEL.  THE PILOT REPORTED THAT THERE WAS NO ALTERNATOR OR LOW BATTERY LOW WARNING LIGHTS ILLUINATED.  MAINTENANCE AT DUNKIRK COUNLD NOT DUPLICATE THE PROBLEM.  THIS ISSUE IS CLOSED BUT WILL RE-OPEN IF MAINTENANCE FINDS ISSUES THAT WARRANT AN INVESTIGATION.
20000104002629I	ON JANUARY 4, 2000, AT 340PM, PRPA SUPERVISOR, MR. MERCADO CALLED TO NOTIFY THAT FLY BVI AIRCRAFT N6884A, PA-23-250, SERIAL NO. 277954105, WAS HIT WHILE PARKED AT LUIS MUNOZ MARIN INT'L. AIRPROT GENERAL AVIATION RAMP BY MBD CORP. DOUGLAS DC-3, N782T, SERIAL NO. 4382, SUFFERING DAMAGE AT THE RUDDER CONTROL SURFACE.  AT INCIDENT TIME DC3 PIC REPROTED HE WAS FOLLOWING PARKING INSTRUCTIONS FOR PA23 PILOT AND SOME GROUND PERSONNEL.  MAINTENACNE PERSONNEL INSPECTED THE AREA AND REPLACED THE DAMAGED CONTROL SURFACE.  NO DAMAGE REPROTED ON DC-3.  AIRCRAFT AFTER MAINTENANCE INSPECTION.
20000104008609A	(-23) PILOT LANDED A/C LEFT OF THE RUNWAY USING PRECISION APPROACH PATH INDICATOR AS GUIDANCE IN WEATHER CONDITIONS OF LIMITED VISIBILITY. RUNWAY END IDENTIFIER LIGHT WERE INOPERATIVE AND NOT LISTED IN THE NOTAMS AT THE TIME OF THE LANDING.
20000104023489A	(-4)THE PILOT STATED HE DEPARTED ON A VFR LOCAL FLIGHT WITH A PASSENGER. IT BECAME DARK AND HE BECAME DISORIENTED. HE SAW A CITY IN THE DISTANCE, THOUGHT IT MIGHT HAVE AN AIRPORT, AND FLEW TOWARDS IT. HE MADE AN APPROACH WITHOUT CONTACTING THE CONTROL TOWER. HE LOST DIRECTIONAL CONTROL OF THE AIRPLANE ON TOUCHDOWN. THE AIRPLANE WENT OFF THE SIDE OF THE RUNWAY AND COLLIDED WITH A BARRICADE.
20000105000419I	(-23) ON JANUARY 5, 2000, GULFSTREAM AEROSPACE G-1159A, N188TC, LANDED AT ITS HOME BASE, BOEING FIELD, SEATTLE, WASHINGTON. THE PASSENGERS DISEMBARKED, AND THE CREW TAXIED THE AIRCRAFT TO THE RUNWAY TO CHECK THE ANTI-SKID SYSTEM.  WHILE RETURNING TO THE RAMP, THE RIGHT WING TIP OF THE AIRCRAFT STRUCK THE TAIL OF THE UNOCCUPIED LEARJET AIRCRAFT THAT HAD PARKED ON THE RAMP SUBSEQUENT TO THE GULFSTREAM'S DEPARTURE FROM THE RAMP.  THIS CAUSED DAMAGE TO BOTH AIRCRAFT.  A RAMP PERSON WAS RUNNING TOWARDS THE GULFSTREAM TO ASSIST IN MARSHALLING THE AIRCRAFT FOR PARKING, BUT HAD NOT YET ARRIVED WHEN THE COLLISION OCCURRED.  THE LEARJET WAS PARKED IN SUCH A MANNER THAT ARRIVING AIRCRAFT HAD TO TAXI BEHIND IT IN ORDER TO GET TO THE EXECUTIVE FLIGHT TERMINAL.
20000105000729I	(-23) ON JANUARY 5, 2000, AT 1400 EST, A CESSNA 172, N54180, OPERATED BY THE COMAIR AVIATION ACADEMY, AND PILOTED BY MS. MARIA A. ALONSO, STRUCK THE PROPELLER ON THE RUNWAY DURING A LANDING AT THE ORLANDO SANFORD AIRPORT, NEAR SANFORD, FLORIDA.  VISUAL METEOROLOGICAL CONDITIONS PREVAILED AND NO FLIGHT PLAN HAD BEEN FILED.  THE PROPELLER RECEIVED MINOR DAMAGE TO BOTH TIPS.  THE PILOT AND PASSENGER WERE NOT INJURED.  THE PILOT, MS. MARIA A. ALONSO, HOLDS A PRIVATE PILOT CERTIFICATE ISSUED ON THE BASIS OF HER SPANISH PILOT CERTIFICATE.  HER CERTIFICATE NUMBER IS PENDING.  THE PLEASURE FLIGHT ORIGINATED AT JESUP, GA ON JANUARY 5, 2000, AT APPROXIMATELY 1115EST.
20000105005419A	(-23) ON JANUARY 5, 2000, AT 2146EST, A CESSNA N156RA, OPERATED BY THE AIRLINE TRAINING ACADEMY, AND PILOTED BY MR. MOHAMED A. CHERIF, CRASHED INTO THE ATLANTIC OCEAN NEAR ST. AUGUSTINE, FLORIDA. VISUAL METEOROLOGICAL CONDITIONS PREVAILED AND NO FLIGHT PLAN WAS FILED. THE AIRCRAFT WAS DESTROYED AND THE PILOT WAS FATALLY INJURED. THE PILOT, MR. MOHAMED A. CHERIF, HELD A PRIVATE PILOT CERTIFICATE ISSUED ON DECEMBER 31, 1999. THE CERTIFICATE NUMBER IS PENDING. THE SOLO CROSS COUNTRY FLIGHT ORIGINATED AT THE ORLANDO EXECUTIVE AIRPORT. ORLANDO, FLORIDA, ON JANUARY 5, 2000, AT APPROXIMATELY 1915EST.(.4) THE NONINSTRUMENT-RATED PRIVATE PILOT WAS ON A NIGHT SOLO CROSS-COUNTRY FLIGHT AT 2,600 FEET IN RADIO CONTACT WITH JACKSONVILLE APPROACH. THE AIRPLANE WAS SUBSEQUENTLY OBSERVED BY THE CONTROLLER ON RADAR AT 2,000 FEET, HEADING 013 DEGREES, 112 KNOTS AT 0245:24. AT 0245:57, THE AIRPLANE WAS OBSERVED ON RADAR AT 1200 FEET, HEADING 051 DEGREES, AND THE GROUND SPEED HAD INCREASED TO 124 KNOTS. THE PILOT STATED AT 0245:58, 'I HAVEN'T ANY DIRECTION FINDER I DON'T SEE ANYTHING ONE SIX RO.' AT 0246:28, RADAR CONTACT WAS LOST. THE PILOT HAD RECORDED AS LOGGED 1 HOUR OF NIGHT PILOT-IN-COMMAND FLIGHT TIME. ALL SIMULATED INSTRUMENT TIME WAS DUAL INSTRUCTION. THE MOON SET AT 2159 WITH ONLY 1 PERCENT ILLUMINATION.
20000105005549A	(-23) ON JANUARY 5, 1999, AT 1400EST, A BELL 206A, N206GR, S/N 613, OPERATED BY AVIATION SERVICES UNLIMITED, INC., ON A POWERLINE PATOL ALONG ROUTE 31 IN THE TOWN OF BRITUS, NEW YORK, TRAVELING EAST BOUND APPROXIMATELY 40-45 MPH, AT APPROXIMATELY 100' AGL EXPERIENCED HIGH WINDS WHICH PUT AIRCAFT INTO A RAPID RIGHT ROTATION. THE PILOT, MR. CHESTER CICHON, STATED THAT THE AIRCRAFT WENT THRU 360 DEGREES AND DESCENDED INTO THE TREES.  HE ATTEMPTED TO RECOVER AND ACCELERATE INTO THE WIND WITH NO AVAIL AND STARTED TO NOSE DIVE.  THE PILOT THEN LOOKED FOR THE SAFEST SPOT TO LAND AND CUT POWER DESCENDIGN INTO THE TREES, "CORKSCREWING" DOWN TO THE GROUND.  THE WEEDSPORT FIRE DEPARTMENT, JORDAN FIRE DEPARTMENT, AND CAYUGA AND ONODAGA SHERIFF'S DEPARTMENT RESPONDED TO THE SCENE.  VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME AND NO IFR FLIGHT WAS FILED.  THE AIRCRAFT DAMAGE WAS SUBSTANTIAL AND THERE WERENO INJURIES.  THE FLIGHT ORIGINATED AT PENN YAN, NY, ON JANUARY 5, 1999, AT APPROXIMATLEY 1200 EST.
20000106000189I	(-23) PILOT DEPARTED GREELEY COLORADO FOR SIDNEY NEBRASKA ON A PLEASURE FLIGHT.  UPON LANDING AT SIDNEY, PILOT FORGOT TO LOWER LANDING GEAR.  AIRCRAFT SUSTAINED MINOR DAMAGE.  NO INJURIES SUSTAINED.
20000106000449A	(.19) ON JANUARY 6, 2000, AT 0340 CENTRAL STANDARD TIME (CST), A BEECH D-95A, N5918S, OPERATED BY SUPERIOR AVIATION, INC., WAS DESTROYED WHEN IT IMPACTED THE GROUND NEAR DUNBAR, WISCONSIN. THE IMPACT SITE WAS APPROXIMATELY EIGHT MILES SOUTH OF FORD AIRPORT (IMT), IRON MOUNTAIN, MICHIGAN.  THE 14 CFR PART 91 REPOSITIONING FLIGHT HAD DEPARTED HUNTSVILLE, ALABAMA, AT 2339 ON JANUARY 5, 2000, AND WAS CLEARED DIRECT TO FORD AIRPORT.  AT 0337, THE PILOT REPORTED THE AIRPLANE WAS ESTABLISHED ON THE FINAL APPROACH COURSE ON THE ILS RWY 01 APPROACH TO FORD AIRPORT.  AT 0338, THE PILOT REPORTED MODERATE RIME ICING AT 3,200 FEET MEAN SEA LEVEL TO MINNEAPOLIS CENTER.  THERE WERE NO FURTHER COMMUNICATIONS WITH THE AIRPLANE.  THE AIRLINE TRANSPORT PILOT RECEIVED FATAL INJURIES.  VISUAL METEOROLOGICAL CONDITIONS PREVAILED AND AN IFR FLIGHT PLAN HAD BEEN FILED.                                          (-23) ON JANUARY 6, 2000, AT 0340AM CST, N5918S, A BEECHCRAFT BE-95, IMPACTED THE GROUND IN A HEAVILY WOODED AREA APPROX. 8 MILES FROM RWY 01, KMIT, IRON MOUNTAIN, MI AND WAS TOTALLY DESTROYED DUE TO CRASH IMPACT AND POST IMPACT FIRE. PRIOR TO THE IMPACT THE PILOT REPORTED TO MSP ATC THAT HE WAS EST ABLISHED ON THE ILS/LOCALIZER TO RWY 01, KMIT, AND WAS AT 3900 FEET, 25 MILES FROM THE AIRPORT WHEN THE AIRCRAFT DROPPED BELOW MSP RADAR COVERAGE. APPROXIMATELY 20 SECONDS LATER, DURING THE LAST RADIO TRANSMISSION FROM THE AIRCRAFT, THE PILOT REPORTED MODERATE RIME ICING CONDITIONS. IMC CONDITIONS AT THE TIME OF THE ACCIDENT AND THE PILOT SUSTAINED FATAL INJURIES.
