ev_id,entities_json,hfacs_json,relationships_json,extraction_status
20180624X14057,"[{""text"": ""A total loss of engine power due to fuel exhaustion. Also causal was the pilot's failure to divert earlier in the flight to another airport to ensure that the airplane had an adequate fuel reserve, and the malfunction of the landing gear extension system for reasons that could not be determined with the available information."", ""role"": ""HISTORY OF FLIGHT"", ""tier"": """"}]","{""operator_physical"": [""Physical Fatigue""], ""personnel_crm"": [""Failed to Communicate"", ""Misinterpretation of Traffic Calls""], ""unsafe_decision"": [""Improper Procedure""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Not Current/Qualified"", ""evidence"": ""Although the pilot had departed on the flight with enough fuel to reach his intended destination, he did not have enough fuel remaining to adequately address the landing gear malfunction before the airplane had a total loss of engine power due to fuel exhaustion.""}]",success
20121119X10642,[],"{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""personnel_crm"": [""Failed to Communicate""]}",[],success
20121111X04124,"[{""text"": ""operator_mental"", ""role"": ""HFACS_SCHEMA"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Task Saturation"", ""Misplaced Motivation""]}","[{""subject"": ""Failed to Correct Known Problem"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""Maintenance records indicated that these discrepancies had been resolved; however, damage to the airplane precluded a substantive confirmation of their operation.""}, {""subject"": ""Inadequate Supervision"", ""relation"": ""LEADS_TO"", ""object"": ""Failed to Correct Known Problem"", ""evidence"": ""Maintenance records indicated that these discrepancies had been resolved; however, damage to the airplane precluded a substantive confirmation of their operation.""}]",success
20121113X94546,"[{""text"": ""Haste"", ""role"": ""operator_mental""}]","{""operator_mental"": [""Haste""]}","[{""subject"": ""Haste"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Failed to Prepare for Flight"", ""evidence"": ""The pilot's inadequate preflight inspection, which resulted in his failure to note the water in the fuel tank due to condensation, which subsequently shut down the engine in flight. Contributing to the accident was the pilot's self-induced pressure to expedite the departure.""}, {""subject"": ""Haste"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Failed to Communicate"", ""evidence"": ""The lineman advised the FBO manager of the underinflated tire, who then watched the airplane during the run-up, and also the takeoff in case assistance was needed.""}, {""subject"": ""Haste"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Failed to Correct Known Problem"", ""evidence"": ""Given witness statements indicating that the pilot was in a hurry and his oversight of the underinflated tire, it is likely that the pilot's preflight inspection was inadequate, which resulted in his failure to notice the fuel tank condensation.""}]",success
20180503X85948,"[{""text"": ""Distraction, Mental Fatigue, Inadvertent Flight Control Use"", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Inadvertent Flight Control Use""]}",[],success
20130104X61334,[],"{""operator_mental"": [""Channelized Attention"", ""Distraction""], ""personnel_crm"": [""Failed to Communicate""]}",[],success
20091020X05636,"[{""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20140403X84610,"[{""text"": ""operator_physical Physical Fatigue"", ""role"": ""operator_mental"", ""tier"": ""operator_physical""}]","{""operator_physical"": [""Physical Fatigue""]}",[],success
20140301X53654,"[{""text"": ""A stroke or cardiovascular event, which resulted in the pilot's acute impairment or incapacitation and his subsequent flight into terrain."", ""role"": ""NARRATIVE"", ""tier"": ""operator_physical""}]","{""operator_physical"": [""Impaired Physiological State"", ""Medical Illness"", ""Physiological Incapacitation""]}","[{""subject"": ""Impaired Physiological State"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Mental Fatigue"", ""evidence"": ""The pilot had been diagnosed and treated for depression and anxiety, but there were no available records describing the effectiveness of the treatment or the extent of the pilot's symptoms around the time of the accident.""}, {""subject"": ""Impaired Physiological State"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Physical Fatigue"", ""evidence"": ""There was no evidence from available records or the toxicology results indicating that the pilot was using antiplatelet medication or a cholesterol-lowering agent. Current recommendations for treatment following strokes are designed to decrease the likelihood of a recurrent event.""}, {""subject"": ""Impaired Physiological State"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Haste"", ""evidence"": ""The pilot had planned to travel in the weeks following the accident, and there were no reports of new or increased stressors.""}]",success
20140304X52659,"[{""text"": ""N9281F"", ""role"": ""aircraft_registration""}]","{""operator_mental"": [""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
20111110X01102,"[{""text"": ""pilot's failure to maintain clearance from mountainous terrain while operating in marginal weather conditions, which resulted in the impact of the horizontal stabilizer and lower forward portion of the fenestron with ground and/or vegetation and led to the separation of the fenestron and the pilot's subsequent inability to maintain control."", ""role"": ""description"", ""tier"": ""unsafe_decision""}, {""text"": ""the accident occurred between rain squalls, and one witness reported that it occurred during a heavy rain squall. All of the witnesses reported that heavy localized rain showers with strong gusting wind conditions existed around the time of the accident."", ""role"": ""description"", ""tier"": ""situational_phys""}]","{""operator_mental"": [""Channelized Attention"", ""Distraction"", ""Mental Fatigue""], ""unsafe_decision"": [""Misdiagnosed Emergency""]}",[],success
20111111X12732,"[{""text"": ""Distraction, Mental Fatigue, Omitted Checklist Step"", ""role"": ""operator_mental, unsafe_skill""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Omitted Checklist Step""]}",[],success
20160503X70529,[],"{""operator_mental"": [""Channelized Attention"", ""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Failed to Prioritize Attention"", ""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""], ""unsafe_decision"": [""Misdiagnosed Emergency"", ""Exceeded Ability"", ""Inappropriate Maneuver"", ""Poor Decision""]}",[],success
20160504X30424,"[{""text"": ""Physical Fatigue, Failed to Communicate, Misinterpretation of Traffic Calls, Inadvertent Flight Control Use, Improper Procedure"", ""role"": null, ""tier"": null}]","{""operator_physical"": [""Physical Fatigue""], ""personnel_crm"": [""Failed to Communicate"", ""Misinterpretation of Traffic Calls""], ""unsafe_skill"": [""Inadvertent Flight Control Use""], ""unsafe_decision"": [""Improper Procedure""]}",[],success
20160505X02315,"[{""text"": ""The pilot's failure to maintain terrain clearance while on approach to land in flat light conditions. Contributing to the severity of the pilot's injuries was the inadequately restrained internal cargo, which shifted forward during the impact and struck the pilot and/or the pilot's seat."", ""role"": ""narrative"", ""tier"": """"}]",{},[],success
20150330X73700,"[{""text"": ""A loss of engine power for reasons that could not be determined due to postaccident fire damage."", ""role"": null, ""tier"": null}]","{""operator_physical"": [""Impaired Physiological State""], ""unsafe_decision"": [""Misdiagnosed Emergency""], ""unsafe_skill"": [""Failed to Prioritize Attention""]}",[],success
20150401X15516,"[{""text"": ""HISTORY OF FLIGHT, PERSONNEL INFORMATION, AIRCRAFT INFORMATION"", ""role"": ""NARRATIVE"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Misplaced Motivation""]}","[{""subject"": ""Over-controlled Aircraft"", ""relation"": ""LEADS_TO"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot's excessive pitch control inputs to the airplane's sidestick control, which resulted in an overstress of the airframe and its subsequent in-flight breakup. Contributing to the accident was the pilot's decision to operate the airplane contrary to the manufacturer's flight test policy.""}, {""subject"": ""Inadequate Supervision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Exceeded Ability"", ""evidence"": ""The pilot had accumulated less than 1/2 hour of total flight experience in the accident airplane make and model at the time of the accident. The airplane manufacturer's flight test policy indicated that, to gain experience, pilots should first taxi the airplane, then perform high-speed taxis, then perform high-speed taxis with the nose gear off the ground, and finally, after the pilot was comfortable with the airplane, to perform a takeoff.""}]",success
20180705X51303,"[{""text"": ""operator_mental: Channelized Attention, Distraction, Mental Fatigue"", ""role"": ""operator_mental""}, {""text"": ""situational_tech: Equipment Design"", ""role"": ""situational_tech""}]","{""operator_mental"": [""Channelized Attention"", ""Distraction"", ""Mental Fatigue""]}",[],success
20180706X04105,"[{""text"": ""The inflight separation of the upper transmission was due to the weakened bolt threads as a result of damage during a prior installation which caused the threads on those bolts as well as the threads on other bolts to fracture."", ""role"": ""DESCRIPTION"", ""tier"": """"}, {""text"": ""No other mechanical anomalies were noted that would have precluded normal operation. The inflight separation of the upper transmission due to the thread failure of transmission housing attachment bolts, which were installed on the helicopter with thread damage from a prior installation."", ""role"": ""DESCRIPTION"", ""tier"": """"}]","{""operator_physical"": [""Impaired Physiological State""], ""unsafe_skill"": [""Poor Technique""], ""unsafe_decision"": [""Improper Procedure""]}","[{""subject"": ""Failed to Correct Known Problem"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The investigation was unable to determine if any other maintenance was conducted on the transmission fasteners, when the maintenance was performed that initially damaged the threads of the two of the bolts, or when the damaged bolts were installed on the helicopter.""}]",success
20091026X72148,"[{""text"": ""operator_mental, personnel_crm"", ""role"": ""supervisory""}]","{""operator_mental"": [""Channelized Attention"", ""Distraction""], ""personnel_crm"": [""Failed to Communicate"", ""Misinterpretation of Traffic Calls""]}",[],success
20091022X01008,"[{""text"": ""HISTORY OF FLIGHT, NARRATIVE"", ""role"": ""NARRATIVE"", ""tier"": ""operator_mental""}, {""text"": ""HISTORY OF FLIGHT, STRUCTURED CONTEXT"", ""role"": ""STRUCTURED_CONTEXT"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Channelized Attention"", ""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20091022X25529,[],"{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""personnel_crm"": [""Failed to Communicate"", ""Misinterpretation of Traffic Calls""], ""unsafe_skill"": [""Inadvertent Flight Control Use""], ""unsafe_decision"": [""Improper Procedure""]}",[],success
20180427X55413,"[{""text"": ""operator_mental, personnel_crm"", ""role"": ""hfacs_classifications""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""personnel_crm"": [""Failed to Communicate""]}","[{""subject"": ""Human Resource Mgmt"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Physical Fatigue"", ""evidence"": ""The pilot's movements observed on the image recorder, indicated that the pilot became fatigued during the flight.""}, {""subject"": ""Physical Fatigue"", ""relation"": ""LEADS_TO"", ""object"": ""Inadequate Supervision"", ""evidence"": ""Although the pilot participated in the medical crewmembers' conversations in the middle of the flight, he did not participate in their conversations near the end of the flight. During the last portion of flight, the helicopter entered a progressively steepening right bank, and the pilot did not respond as the medical crewmembers shouted his name.""}, {""subject"": ""Physical Fatigue"", ""relation"": ""LEADS_TO"", ""object"": ""Inadequate Supervision"", ""evidence"": ""During the last portion of flight, the helicopter entered a progressively steepening right bank, and the pilot did not respond as the medical crewmembers shouted his name.""}]",success
20180501X32346,"[{""text"": ""The pilot's failure to properly secure the engine coolant pump pulley during recent maintenance, which resulted in a loss of the engine's lubrication, cooling, and propeller control systems, and a forced landing, during which the airplane nosed over."", ""role"": ""description"", ""tier"": ""operator_physical""}, {""text"": ""The pilot performed all the maintenance work on the engine, which had been overhauled about 20 flight hours before the accident; however, he performed m"", ""role"": ""description"", ""tier"": ""personnel_crm""}]","{""operator_physical"": [""Physical Fatigue""], ""personnel_crm"": [""Failed to Communicate"", ""Misinterpretation of Traffic Calls""], ""unsafe_skill"": [""Poor Technique""], ""unsafe_decision"": [""Improper Procedure""]}",[],success
